GeneID,Symbol,Gene Name / Type,log2FC,pvalue
595100,SNORD18C,"small nucleolar RNA, C/D box 18C",-0.4479999999999995,0.312766654310541
595099,SNORD18B,"small nucleolar RNA, C/D box 18B",-0.397,0.6744432430555378
595097,SNORD16,"small nucleolar RNA, C/D box 16",0.4194999999999993,0.8075312453758882
595098,SNORD18A,"small nucleolar RNA, C/D box 18A",-0.22199999999999998,0.8355512095959733
55055,ZWILCH,zwilch kinetochore protein,2.33,0.28036959611680934
197021,LCTL,lactase like,0.24019999999999997,0.4060478077416818
102723165,LINC01169,long intergenic non-protein coding RNA 1169,-0.03172,0.49999999999999956
4091,SMAD6,SMAD family member 6,-0.23919999999999986,0.2603899876113378
105370869,LOC105370869,uncharacterized LOC105370869,-0.0030150000000000003,0.9280474863201198
105376718,LOC105376718,uncharacterized LOC105376718,0.005745,0.49999999999999956
102723481,SMASR,SMAD3 associated long non-coding RNA,-0.018830000000000013,0.7805974602782391
102723493,SMAD3-DT,SMAD3 divergent transcript,-0.2118,0.16379684360471516
4088,SMAD3,SMAD family member 3,4.010000000000002,0.14213167719882536
79719,AAGAB,alpha and gamma adaptin binding protein,10.079999999999984,0.09302619229184535
64799,IQCH,IQ motif containing H,0.2965,0.23893889503670973
100506686,IQCH-AS1,IQCH antisense RNA 1,0.3600000000000003,0.23189504694960797
145853,C15orf61,chromosome 15 open reading frame 61,-0.21550000000000002,0.6667658687260143
5607,MAP2K5,mitogen-activated protein kinase kinase 5,-0.5764999999999993,0.3353440501965672
107984718,NA,NA,-0.01307,0.49999999999999956
390598,SKOR1,SKI family transcriptional corepressor 1,0.010939999999999998,0.23956178064643538
105370870,LOC105370870,uncharacterized LOC105370870,-0.014350000000000002,0.8892723690797197
101929076,SKOR1-AS1,SKOR1 antisense RNA 1,0.0055299999999999985,0.8354652555356026
26827,RNU6-1,"RNA, U6 small nuclear 1",-0.7125,0.1837832866534532
8554,PIAS1,protein inhibitor of activated STAT 1,-0.19350000000000023,0.8321671526349413
105370871,LOC105370871,uncharacterized LOC105370871,-0.119,0.025664867822659372
91860,CALML4,calmodulin like 4,-0.10584999999999978,0.8233053538716277
54982,CLN6,CLN6 transmembrane ER protein,-9.284999999999997,0.02192172775379157
10116,FEM1B,fem-1 homolog B,1.6550000000000011,0.6926089698418104
22801,ITGA11,integrin subunit alpha 11,0.004029999999999995,0.7482206394408117
105370873,LOC105370873,uncharacterized LOC105370873,0,NA
10391,CORO2B,coronin 2B,-0.132915,0.11118917906622915
8125,ANP32A,acidic nuclear phosphoprotein 32 family member A,4.450000000000017,0.3096690638762944
100422971,MIR4312,microRNA 4312,-0.34935,0.49999999999999956
80035,ANP32A-IT1,ANP32A intronic transcript 1,-0.08374999999999999,0.2636423764047162
79400,NOX5,NADPH oxidase 5,0.28015000000000007,0.06749381111195973
246777,SPESP1,sperm equatorial segment protein 1,3.271000000000001,0.24297211865057788
283673,EWSAT1,Ewing sarcoma associated transcript 1,0.132,0.20116380828981958
26035,GLCE,glucuronic acid epimerase,-0.3810000000000002,0.6960758971316636
102723548,PAQR5-DT,PAQR5 divergent transcript,0.017850000000000005,0.929306153195318
54852,PAQR5,progestin and adipoQ receptor family member 5,0.23050000000000015,0.2986044146323854
145694,KIF23-AS1,KIF23 and PAQR5 antisense RNA 1,0.23199999999999998,0.2604198377552844
9493,KIF23,kinesin family member 23,-5.254999999999999,0.16966534012943385
6176,RPLP1,ribosomal protein lateral stalk subunit P1,76.5,0.41109146900547977
105370876,LINC02896,long intergenic non-protein coding RNA 2896,0.6564999999999999,0.48453419973261813
145837,DRAIC,"downregulated RNA in cancer, inhibitor of cell invasion and migration",8.375,0.08588408642929285
104472713,PCAT29,prostate cancer associated transcript 29,1.3329999999999993,0.23319889697249133
107984788,LOC107984788,uncharacterized LOC107984788,0.3489,0.42373323065879365
414926,LINC00593,long intergenic non-protein coding RNA 593,0.02210000000000001,0.9072387105568385
101929129,LOC101929129,uncharacterized LOC101929129,0,NA
7090,TLE3,"TLE family member 3, transcriptional corepressor",2.5450000000000017,0.396703996509271
693214,MIR629,microRNA 629,0,NA
105370877,NA,NA,0.030980000000000008,0.504202815895242
107984734,LOC107984734,uncharacterized LOC107984734,0.016465,0.7574418034191126
105370878,LOC105370878,uncharacterized LOC105370878,0,NA
105370880,LINC02205,long intergenic non-protein coding RNA 2205,0,NA
107984781,LOC107984781,uncharacterized LOC107984781,0,NA
101929151,LINC02204,long intergenic non-protein coding RNA 2204,0.01321,0.49999999999999956
104548972,SALRNA3,senescence associated long non-coding RNA 3,0,NA
104548973,SALRNA2,senescence associated long non-coding RNA 2,0,NA
107984791,LOC107984791,uncharacterized LOC107984791,-0.0033550000000000003,0.8353514422700388
55075,UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats,-0.9135000000000009,0.29719268382021935
55323,LARP6,"La ribonucleoprotein 6, translational regulator",-2.83,0.10277355600922645
54839,LRRC49,leucine rich repeat containing 49,-0.0011999999999999789,0.9853767296542013
56906,THAP10,THAP domain containing 10,-0.2650000000000001,0.8444328959326771
105370886,LOC105370886,uncharacterized LOC105370886,-0.007379999999999998,0.9281377716394758
196993,CT62,cancer/testis associated 62,0.10565000000000002,0.2990655398222171
79875,THSD4,thrombospondin type 1 domain containing 4,0.8364999999999991,0.05778568077259865
101929196,THSD4-AS1,THSD4 antisense RNA 1,0.013165000000000003,0.8354707958830545
105370884,LOC105370884,uncharacterized LOC105370884,0.05263,0.681439585650012
107984716,LOC107984716,uncharacterized LOC107984716,0.02573,0.49999999999999956
101929173,THSD4-AS2,THSD4 antisense RNA 2,0.045,0.32498695929496635
10002,NR2E3,nuclear receptor subfamily 2 group E member 3,0.015389999999999987,0.13898182436472584
4649,MYO9A,myosin IXA,0.0470000000000006,0.8109328335221193
107984713,LOC107984713,uncharacterized LOC107984713,-0.009149999999999998,0.8353953018223689
107984714,MYO9A-AS1,MYO9A antisense RNA 1,0.026905,0.49999999999999956
123228,SENP8,"SUMO peptidase family member, NEDD8 specific",0.037499999999999645,0.888735634523407
107984715,NA,NA,0.08105000000000001,0.3034150288939722
196996,GRAMD2A,GRAM domain containing 2A,0.16624999999999995,0.14524685893239445
5315,PKM,pyruvate kinase M1/2,47.35000000000002,0.5541824058866258
56965,PARP6,poly(ADP-ribose) polymerase family member 6,2.4499999999999957,0.6322616192332067
105370887,LOC105370887,uncharacterized LOC105370887,0,NA
60677,CELF6,CUGBP Elav-like family member 6,-0.0015999999999999348,0.9759600253920666
3073,HEXA,hexosaminidase subunit alpha,-3.5799999999999983,0.20844831112189116
80072,HEXA-AS1,HEXA antisense RNA 1,-0.13049999999999984,0.6344031190104712
338949,TMEM202,transmembrane protein 202,0,NA
105370888,TMEM202-AS1,TMEM202 antisense RNA 1,-0.23660000000000003,0.3845741448946391
107983949,NA,NA,-0.11134999999999995,0.6456238171205488
25820,ARIH1,ariadne RBR E3 ubiquitin protein ligase 1,0.15649999999999942,0.8711658902257798
693215,MIR630,microRNA 630,0.57115,0.25500489206418014
102723640,LINC02259,long intergenic non-protein coding RNA 2259,-0.128435,0.15198555240497164
112268145,LOC112268145,uncharacterized LOC112268145,0.060250000000000026,0.5343499356432146
55889,GOLGA6B,golgin A6 family member B,0.01848,0.1730230217846475
123346,HIGD2B,HIG1 hypoxia inducible domain family member 2B,-0.173875,0.27089586155855544
585,BBS4,Bardet-Biedl syndrome 4,4.214999999999996,0.05433250386556683
83440,ADPGK,ADP dependent glucokinase,-1.8450000000000024,0.010203835648576682
100287559,ADPGK-AS1,ADPGK antisense RNA 1,-0.04277,0.4794056045512842
107984801,LOC107984801,uncharacterized LOC107984801,0,NA
4756,NEO1,neogenin 1,2.039999999999999,0.3504117987545351
113219462,MIR12135,microRNA 12135,0,NA
10021,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4,0.005315,0.8144355007350361
105370890,LOC105370890,uncharacterized LOC105370890,0,NA
107984728,NA,NA,0,NA
283677,REC114,REC114 meiotic recombination protein,0,NA
27020,NPTN,neuroplastin,8.860000000000014,0.266333632913041
101241892,NPTN-IT1,NPTN intronic transcript 1,0.38839999999999997,0.16846710460770156
105370891,LOC105370891,uncharacterized LOC105370891,-0.031835,0.49999999999999956
80381,CD276,CD276 molecule,2.674999999999997,0.3879507399765145
388135,INSYN1,inhibitory synaptic factor 1,-0.02144999999999997,0.7296800446775229
101929221,INSYN1-AS1,INSYN1 antisense RNA 1,0.026975,0.49999999999999956
105370892,LOC105370892,uncharacterized LOC105370892,0,NA
102723657,LOC102723657,uncharacterized LOC102723657,0,NA
161514,TBC1D21,TBC1 domain family member 21,-8.999999999999807e-5,0.9962345561491784
100287616,LOXL1-AS1,LOXL1 antisense RNA 1,0.1574000000000001,0.44496310728244254
4016,LOXL1,lysyl oxidase like 1,0.18675000000000003,0.2880123072544316
9399,STOML1,stomatin like 1,0.1655000000000002,0.3942406178304744
5371,PML,PML nuclear body scaffold,0.6490000000000009,0.08506463330555344
342096,GOLGA6A,golgin A6 family member A,0.0024150000000000005,0.7211049711577242
107987224,LOC107987224,uncharacterized LOC107987224,-0.02079,0.49999999999999956
732265,COMMD4P2,COMM domain containing 4 pseudogene 2,0.16480000000000006,0.5032765689021903
57611,ISLR2,immunoglobulin superfamily containing leucine rich repeat 2,0.062189999999999995,0.1488581573612503
283731,LOC283731,uncharacterized LOC283731,0,NA
3671,ISLR,immunoglobulin superfamily containing leucine rich repeat,0,NA
64220,STRA6,signaling receptor and transporter of retinol STRA6,0.012785,0.49999999999999956
80125,CCDC33,coiled-coil domain containing 33,-0.0035585,0.49999999999999956
105370893,LOC105370893,uncharacterized LOC105370893,0.010155,0.7591628987049575
1583,CYP11A1,cytochrome P450 family 11 subfamily A member 1,0,NA
729739,PPIAP46,peptidylprolyl isomerase A pseudogene 46,-0.260835,0.4023652283247302
105370894,LINC02255,long intergenic non-protein coding RNA 2255,0.009645,0.49999999999999956
8482,SEMA7A,semaphorin 7A (JohnMiltonHagen blood group),-0.3242999999999998,0.18586555164015697
102465530,MIR6881,microRNA 6881,0,NA
84993,UBL7,ubiquitin like 7,2.0599999999999987,0.033845354265825835
440288,UBL7-DT,UBL7 divergent transcript,0.5445000000000002,0.43069029091387434
102723714,LOC102723714,uncharacterized LOC102723714,0.7439,0.3824151514929391
10620,ARID3B,AT-rich interaction domain 3B,0.21799999999999997,0.27585374083239955
102723750,CLK3-AS1,CLK3 antisense RNA 1,0.04259999999999997,0.7715754865529129
1198,CLK3,CDC like kinase 3,-3.6799999999999997,0.41355178134417814
80153,EDC3,enhancer of mRNA decapping 3,0.6900000000000013,0.5347929212988198
1543,CYP1A1,cytochrome P450 family 1 subfamily A member 1,0.16149999999999975,0.6937554031410798
1544,CYP1A2,cytochrome P450 family 1 subfamily A member 2,-0.016295,0.02557604092291991
1445,CSK,C-terminal Src kinase,5.219999999999999,0.07727651911380098
100616183,MIR4513,microRNA 4513,0,NA
79748,LMAN1L,"lectin, mannose binding 1 like",-0.06943,0.3726761827429308
594855,CPLX3,complexin 3,0.035965000000000004,0.43355637223910504
105370897,LOC105370897,uncharacterized LOC105370897,0,NA
25989,ULK3,unc-51 like kinase 3,4.649999999999999,0.40601517508574353
102465531,MIR6882,microRNA 6882,0,NA
10066,SCAMP2,secretory carrier membrane protein 2,5.655000000000001,0.32693768630064235
4351,MPI,mannose phosphate isomerase,1.0600000000000023,0.6953654521554762
57184,FAM219B,family with sequence similarity 219 member B,3.0150000000000006,0.015804022656030738
9377,COX5A,cytochrome c oxidase subunit 5A,-10.449999999999989,0.14705392086513458
54913,RPP25,ribonuclease P/MRP subunit p25,-7.575000000000003,0.0352241630298826
107984731,NA,NA,0,NA
192683,SCAMP5,secretory carrier membrane protein 5,3.538999999999998,0.10298354074744742
60490,PPCDC,phosphopantothenoylcysteine decarboxylase,-0.46750000000000025,0.036665864811167646
107987225,NA,NA,0,NA
107984772,LOC107984772,uncharacterized LOC107984772,-0.0023499999999999997,0.9278878612652217
56905,C15orf39,chromosome 15 open reading frame 39,-1.4254999999999995,0.09563026268266141
105376731,TRCG1P,"taste receptor cell gene 1, pseudogene",0,NA
653641,GOLGA6C,golgin A6 family member C,0.010612,0.17305928929938869
653643,GOLGA6D,golgin A6 family member D,0.002224999999999998,0.7208761932177565
54939,COMMD4,COMM domain containing 4,0.28000000000000114,0.8198953455405968
79661,NEIL1,nei like DNA glycosylase 1,0.9800000000000004,0.4936106334540947
693216,MIR631,microRNA 631,0.8379999999999996,0.5815502742267209
4123,MAN2C1,mannosidase alpha class 2C member 1,-1.144999999999996,0.8707090940135406
25942,SIN3A,SIN3 transcription regulator family member A,-0.9250000000000007,0.4426784507372541
5780,PTPN9,protein tyrosine phosphatase non-receptor type 9,-0.5850000000000009,0.22679753842228056
105370902,LOC105370902,uncharacterized LOC105370902,-0.6065000000000005,0.17039554300324636
10073,SNUPN,snurportin 1,-0.3550000000000004,0.5493380096413889
55272,IMP3,IMP U3 small nucleolar ribonucleoprotein 3,-3.105000000000004,0.7128798647774042
257364,SNX33,sorting nexin 33,1.6005000000000003,0.10227058683639861
1464,CSPG4,chondroitin sulfate proteoglycan 4,-0.013045000000000001,0.7533165055925404
161753,CIMAP1C,ciliary microtubule associated protein 1C,-0.0014249999999999992,0.9279044230332442
100128285,DNM1P35,dynamin 1 pseudogene 35,-0.015105000000000007,0.7098051468613087
101929408,LOC101929408,uncharacterized LOC101929408,0.006724999999999998,0.876317248284235
100423035,MIR4313,microRNA 4313,-0.26285,0.49999999999999956
441728,GOLGA6EP,"golgin A6 family member E, pseudogene",0.021952999999999997,0.4731233367470933
92912,UBE2Q2,ubiquitin conjugating enzyme E2 Q2,2.1000000000000014,0.554562892355426
26263,FBXO22,F-box protein 22,-0.3779999999999992,0.3326921861595135
145957,NRG4,neuregulin 4,0.10575000000000001,0.3856548367531222
123591,TMEM266,transmembrane protein 266,0.21866000000000002,0.40108252467468025
101929439,LOC101929439,uncharacterized LOC101929439,0.017799999999999996,0.41372205965158904
2108,ETFA,electron transfer flavoprotein subunit alpha,56.19999999999999,0.023870384610297387
7302,TYRO3P,TYRO3P protein tyrosine kinase pseudogene,0.06348000000000001,0.695732235071247
64843,ISL2,ISL LIM homeobox 2,-0.49249999999999994,0.001245039683402555
49855,SCAPER,S-phase cyclin A associated protein in the ER,0.06549999999999967,0.6883991257474504
100500855,MIR3713,microRNA 3713,0,NA
5955,RCN2,reticulocalbin 2,7.719999999999999,0.37534789515579436
105370904,LOC105370904,uncharacterized LOC105370904,0,NA
9051,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1,-0.0035300000000000054,0.9433401275447839
10099,TSPAN3,tetraspanin 3,13.220000000000006,0.18341988984198646
79834,PEAK1,pseudopodium enriched atypical kinase 1,-0.04300000000000015,0.8520535876084929
81698,LINC00597,long intergenic non-protein coding RNA 597,0.038835,0.17306067968268204
10363,HMG20A,high mobility group 20A,0.5649999999999995,0.20205834213597315
101929457,LOC101929457,uncharacterized LOC101929457,-0.17555,0.14770631767688863
105370906,LOC105370906,uncharacterized LOC105370906,-0.28149999999999986,0.2710245654716924
84894,LINGO1,leucine rich repeat and Ig domain containing 1,-0.7495000000000003,0.12754520001099157
253044,LINGO1-AS1,LINGO1 antisense RNA 1,0,NA
101929478,LINGO1-AS2,LINGO1 antisense RNA 2,0,NA
645752,GOLGA6FP,"golgin A6 family member F, pseudogene",0.010985,0.37949270577765903
440292,COMMD4P1,COMM domain containing 4 pseudogene 1,0.4440000000000002,0.08108736362949048
91450,LOC91450,uncharacterized LOC91450,0.017004999999999992,0.8473749685730866
23102,TBC1D2B,TBC1 domain family member 2B,-0.7965,0.3283698403889045
646892,SH2D7,SH2 domain containing 7,0,NA
10518,CIB2,calcium and integrin binding family member 2,-0.0049999999999999975,0.900098679535258
3419,IDH3A,isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha,2.414999999999999,0.13471309041996077
23205,ACSBG1,acyl-CoA synthetase bubblegum family member 1,1.0354999999999999,0.3232924171700261
105370911,DNAJA4-DT,DNAJA4 divergent transcript,0,NA
55466,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4,3.5249999999999986,0.01861950642882553
105370910,LOC105370910,uncharacterized LOC105370910,-0.038999999999999924,0.8905740912595067
80349,SKIC8,SKI8 subunit of superkiller complex,6.484999999999999,0.11328865517374309
1381,CRABP1,cellular retinoic acid binding protein 1,-3.0299999999999976,0.5010442551216314
105370912,LOC105370912,uncharacterized LOC105370912,-0.026600000000000013,0.6863520813604242
3658,IREB2,iron responsive element binding protein 2,0.08999999999999986,0.977574219097856
123688,HYKK,hydroxylysine kinase,0.5195000000000003,0.06794344515483525
5685,PSMA4,proteasome 20S subunit alpha 4,1.8900000000000006,0.6883846275252252
1138,CHRNA5,cholinergic receptor nicotinic alpha 5 subunit,-0.7170000000000005,0.11091353931889329
1136,CHRNA3,cholinergic receptor nicotinic alpha 3 subunit,0.02640000000000009,0.7855368728288628
1143,CHRNB4,cholinergic receptor nicotinic beta 4 subunit,-0.035445000000000004,0.2922078349511869
112268142,NA,NA,-0.14784999999999993,0.377943498118844
105370913,LOC105370913,uncharacterized LOC105370913,0.16064999999999996,0.5477102022144142
646938,LOC646938,TBC1 domain family member 2B pseudogene,-0.3494999999999999,0.1363903221208249
112268143,LOC112268143,uncharacterized LOC112268143,0.007500000000000284,0.9830886706751928
11173,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,-0.061,0.5964127132904516
100189013,TRK-CTT1-2,tRNA-Lys (anticodon CTT) 1-2,0,NA
10933,MORF4L1,mortality factor 4 like 1,-1.6499999999999773,0.8757594371148288
1512,CTSH,cathepsin H,-1.4349999999999987,0.09637596248903424
5923,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1,9.705000000000009e-4,0.8767793652182706
100129540,LOC100129540,uncharacterized LOC100129540,-0.01289,0.49999999999999956
105370917,LOC105370917,uncharacterized LOC105370917,0,NA
107984750,LOC107984750,uncharacterized LOC107984750,0,NA
729911,ANKRD34C-AS1,ANKRD34C antisense RNA 1,0,NA
406960,MIR184,microRNA 184,0,NA
390616,ANKRD34C,ankyrin repeat domain 34C,0,NA
23423,TMED3,transmembrane p24 trafficking protein 3,0.4450000000000074,0.9056624602584028
23251,MINAR1,membrane integral NOTCH2 associated receptor 1,0.010800000000000004,0.6968503517152409
105370918,LOC105370918,uncharacterized LOC105370918,0.014134999999999998,0.6344015587226468
105370919,LOC105370919,uncharacterized LOC105370919,-0.027745,0.49999999999999956
100189155,TRC-GCA5-1,tRNA-Cys (anticodon GCA) 5-1,0,NA
100528021,ST20-MTHFS,ST20-MTHFS readthrough,0.8885000000000005,0.26424084723883373
10588,MTHFS,methenyltetrahydrofolate synthetase,0.6790000000000003,0.26275647840335264
400410,ST20,suppressor of tumorigenicity 20,-0.7949999999999999,0.4897823148042547
283687,ST20-AS1,ST20 antisense RNA 1,-0.04300000000000015,0.9397191681311119
597,BCL2A1,BCL2 related protein A1,-0.06679999999999997,0.8875049701806662
54469,ZFAND6,zinc finger AN1-type containing 6,2.0100000000000016,0.5208826625799141
2184,FAH,fumarylacetoacetate hydrolase,9.170000000000002,0.12500483982369837
100996492,CTXND1,cortexin domain containing 1,0.0118075,0.58071205376071
283688,LINC00927,long intergenic non-protein coding RNA 927,0,NA
101929560,ARNT2-DT,ARNT2 divergent transcript,-0.35780000000000006,0.2442554057428463
9915,ARNT2,aryl hydrocarbon receptor nuclear translocator 2,11.889999999999986,0.16673742846968875
101929586,ARNT2-AS3,ARNT2 antisense RNA 3,0.15349999999999997,0.7328980206621749
100847042,MIR5572,microRNA 5572,-0.3119999999999994,0.7413763890898079
58489,ABHD17C,"abhydrolase domain containing 17C, depalmitoylase",-2.269999999999996,0.7818997018254137
57214,CEMIP,cell migration inducing hyaluronidase 1,0.903,0.08465126325928396
693132,MIR549A,microRNA 549a,0,NA
107984749,NA,NA,0.0485,0.40130004112942497
23184,MESD,mesoderm development LRP chaperone,-0.6950000000000003,0.7594105331609375
100616181,MIR4514,microRNA 4514,0.6004,0.3797052758378351
59274,TLNRD1,talin rod domain containing 1,-2.6250000000000018,0.17378340044517618
161502,CFAP161,cilia and flagella associated protein 161,0.03682000000000002,0.7387873988560452
3603,IL16,interleukin 16,0.050600000000000034,0.09467780827275098
80765,STARD5,StAR related lipid transfer domain containing 5,-0.06050000000000022,0.6575049780673339
101929655,TMC3-AS1,TMC3 antisense RNA 1,-1.2085000000000001,0.055955245060595585
342125,TMC3,transmembrane channel like 3,-0.12839999999999996,0.14802553063635648
102723985,LOC102723985,uncharacterized LOC102723985,0.07995000000000002,0.5568970541850613
105370921,LOC105370921,uncharacterized LOC105370921,0.028540000000000003,0.23755860788065603
102724001,LINC01418,long intergenic non-protein coding RNA 1418,-0.029899999999999996,0.1966712539320245
105370922,LOC105370922,uncharacterized LOC105370922,0,NA
105370923,LOC105370923,uncharacterized LOC105370923,0,NA
84206,MEX3B,mex-3 RNA binding family member B,-0.5314999999999999,0.01802647633112455
101929690,LINC01583,long intergenic non-protein coding RNA 1583,0,NA
105370924,LOC105370924,uncharacterized LOC105370924,0,NA
79631,EFL1,elongation factor like GTPase 1,0.4349999999999987,0.35381484033394617
283726,SAXO2,stabilizer of axonemal microtubules 2,0.12419999999999998,0.2969504220352963
390660,ADAMTS7P1,ADAMTS7 pseudogene 1,0.0057,0.7567177534748648
647042,GOLGA6L10,golgin A6 family like 10,-0.2915000000000001,0.349069685468142
100134869,UBE2Q2P2,UBE2Q2 pseudogene 2,-1.7474999999999996,0.0047465088897040274
440295,GOLGA6L9,golgin A6 family like 9,-0.19500000000000006,0.20562654625885915
102724034,LOC102724034,uncharacterized LOC102724034,-0.1508,0.21325961034189525
80154,GOLGA2P10,GOLGA2 pseudogene 10,-5.425000000000001,0.10253650177143106
105370926,LOC105370926,uncharacterized LOC105370926,0,NA
642402,GOLGA6L17P,"golgin A6 family like 17, pseudogene",-0.1645000000000001,0.6386204637125092
6218,RPS17,ribosomal protein S17,-117,0.17468676434533323
64506,CPEB1,cytoplasmic polyadenylation element binding protein 1,0.03550000000000003,0.7076491822445693
283692,CPEB1-AS1,CPEB1 antisense RNA 1,-0.30484999999999995,0.09895129685072906
8120,AP3B2,adaptor related protein complex 3 subunit beta 2,0.2772000000000001,0.27929721828575843
338963,LOC338963,epididymal protein pseudogene,0,NA
283693,ACTG1P17,actin gamma 1 pseudogene 17,-0.07756999999999997,0.6797653766338273
100505616,SNHG21,small nucleolar RNA host gene 21,0.3755000000000006,0.33887726277577146
123722,FSD2,fibronectin type III and SPRY domain containing 2,0.01554999999999998,0.7248210686988712
677778,SCARNA15,small Cajal body-specific RNA 15,-0.06835000000000002,0.8713352912738963
123720,WHAMM,"WASP homolog associated with actin, golgi membranes and microtubules",0.5794999999999995,0.22332549759997133
9455,HOMER2,homer scaffold protein 2,-0.9879999999999995,0.06559287405062943
105370928,LOC105370928,uncharacterized LOC105370928,-0.015910000000000007,0.4226376303423076
83640,RAMAC,RNA guanine-7 methyltransferase activating subunit,2.9299999999999997,0.2686929090944368
123207,C15orf40,chromosome 15 open reading frame 40,0.39600000000000035,0.04377672900124981
53339,BTBD1,BTB domain containing 1,5.435000000000002,0.34240754225716474
100616404,MIR4515,microRNA 4515,-0.3278,0.49999999999999956
53346,TM6SF1,transmembrane 6 superfamily member 1,0.23414999999999997,0.40077538885147523
50810,HDGFL3,HDGF like 3,2.0299999999999994,0.3890266944018189
646,BNC1,basonuclin zinc finger protein 1,-0.011349999999999999,0.6262260484014699
105370932,BNC1-AS1,BNC1 antisense RNA 1,0.088,0.44659989702119385
105370933,LOC105370933,uncharacterized LOC105370933,0,NA
105370934,LOC105370934,uncharacterized LOC105370934,0.03177,0.49999999999999956
6457,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3",0.05099999999999999,0.09082935744894192
57188,ADAMTSL3,ADAMTS like 3,0.04920000000000002,0.6116614546743941
105370935,LOC105370935,uncharacterized LOC105370935,5.549999999999965e-4,0.9494066285931146
648809,EFL1P1,elongation factor like GTPase 1 pseudogene 1,-0.20750000000000046,0.519064828907994
440299,DNM1P41,dynamin 1 pseudogene 41,-0.042100000000000026,0.4528828919049782
100505679,UBE2Q2P16,UBE2Q2 pseudogene 16,-0.060615,0.1837196665743787
440300,LOC440300,chondroitin sulfate proteoglycan 4 pseudogene,-0.7685,0.025531693394091302
388152,GOLGA2P7,GOLGA2 pseudogene 7,-5.216000000000001,0.08106364179267678
105376724,LOC105376724,uncharacterized LOC105376724,0,NA
643707,GOLGA6L4,golgin A6 family like 4,0.13450000000000006,0.21615837632599855
105370936,LOC105370936,uncharacterized LOC105370936,0,NA
102724093,LOC102724093,golgin subfamily A member 6-like protein 4,0.11134999999999995,0.17847196348084612
105376722,LOC105376722,uncharacterized LOC105376722,0.03936500000000001,0.3796955025030808
103171574,LOC103171574,uncharacterized LOC103171574,-0.24670000000000003,0.09536524795447968
102724117,LOC102724117,golgin subfamily A member 6-like protein 4,0.13650000000000007,0.3760511323317697
102724135,LOC102724135,uncharacterized LOC102724135,-5.6065000000000005,0.060061400032260834
105370946,LOC105370946,uncharacterized LOC105370946,0,NA
112267869,NA,NA,-0.03421,0.025666741329388638
374650,GOLGA6L5P,"golgin A6 family like 5, pseudogene",0.13000000000000012,0.656388088512847
388165,UBE2Q2P1,UBE2Q2 pseudogene 1,-0.07445000000000013,0.8720819631249954
100506874,LINC00933,long intergenic non-protein coding RNA 933,0.022299999999999986,0.8599815673881066
54993,ZSCAN2,zinc finger and SCAN domain containing 2,-0.3779999999999992,0.5699948332915559
105370947,LOC105370947,uncharacterized LOC105370947,-0.02149999999999963,0.978746463861292
54581,SCAND2P,SCAN domain containing 2 pseudogene,-0.15200000000000014,0.6892664778776472
84942,WDR73,WD repeat domain 73,1.9649999999999999,0.3395167918211847
4828,NMB,neuromedin B,0.6040000000000001,0.18402802215489744
23478,SEC11A,"SEC11 homolog A, signal peptidase complex subunit",-29.650000000000006,0.22641218100337332
9640,ZNF592,zinc finger protein 592,-0.1349999999999998,0.8896175187840407
57538,ALPK3,alpha kinase 3,0.123,0.4413927255225957
9154,SLC28A1,solute carrier family 28 member 1,-0.03776,0.29427638989752086
5151,PDE8A,phosphodiesterase 8A,-1.5699999999999967,0.1334240951969579
101929479,LOC101929479,golgin A2 pseudogene,-5.8195,0.04672770888453273
105370948,LOC105370948,uncharacterized LOC105370948,0,NA
100133220,GOLGA6L3P,"golgin A6 family like 3, pseudogene",0.011349999999999971,0.9769375554944573
102724393,NA,NA,0,NA
102465803,MIR7706,microRNA 7706,0,NA
11214,AKAP13,A-kinase anchoring protein 13,-0.062499999999998224,0.9500609285553225
101929679,LINC02883,long intergenic non-protein coding RNA 2883,-0.04649500000000001,0.7873342587447285
64410,KLHL25,kelch like family member 25,-0.33449999999999847,0.6354223282091552
100302121,MIR1276,microRNA 1276,0.25515,0.49999999999999956
100847084,MIR548AP,microRNA 548ap,0,NA
105370952,LOC105370952,uncharacterized LOC105370952,0.009140000000000002,0.8355606598258493
105370953,LOC105370953,uncharacterized LOC105370953,0.01609,0.49999999999999956
123624,AGBL1,AGBL carboxypeptidase 1,0,NA
101929701,LINC01584,long intergenic non-protein coding RNA 1584,0,NA
727915,AGBL1-AS1,AGBL1 antisense RNA 1,0,NA
105370954,LOC105370954,uncharacterized LOC105370954,0,NA
102724452,LOC102724452,uncharacterized LOC102724452,0,NA
105370955,LOC105370955,uncharacterized LOC105370955,0,NA
107984735,LOC107984735,uncharacterized LOC107984735,0,NA
105370956,NA,NA,0,NA
102724465,LOC102724465,uncharacterized LOC102724465,0.023265,0.7574128102349157
145978,LINC00052,long intergenic non-protein coding RNA 52,0,NA
