GeneID,Symbol,Gene Name / Type,log2FC,pvalue
1326,MAP3K8,mitogen-activated protein kinase kinase kinase 8,0.38149999999999995,0.24222541311768145
105376478,LOC105376478,uncharacterized LOC105376478,0,NA
105376479,LOC105376479,uncharacterized LOC105376479,0,NA
119180,LYZL2,lysozyme like 2,-0.006650000000000045,0.9675579726327811
645954,SVIL2P,"supervillin family member 2, pseudogene",-0.3374999999999999,0.14494332787721165
105376480,LINC02644,long intergenic non-protein coding RNA 2644,0,NA
220929,ZNF438,zinc finger protein 438,-0.0823999999999998,0.5313484241426707
105376481,LOC105376481,uncharacterized LOC105376481,0.008625,0.49999999999999956
105376482,LOC105376482,uncharacterized LOC105376482,0,NA
105376483,LOC105376483,uncharacterized LOC105376483,0,NA
101929352,LINC02664,long intergenic non-protein coding RNA 2664,0,NA
220930,ZEB1-AS1,ZEB1 antisense RNA 1,-0.13870000000000005,0.6219088863151652
6935,ZEB1,zinc finger E-box binding homeobox 1,-0.031355000000000015,0.1644618918620179
100505502,LOC100505502,"POM121 transmembrane nucleoporin like, pseudogene",0,NA
105376484,LOC105376484,uncharacterized LOC105376484,0,NA
101929951,MACORIS,macrophage enriched lincRNA repressor of IFN-gamma signaling,0,NA
94134,ARHGAP12,Rho GTPase activating protein 12,8.690000000000005,0.395269146325763
107984219,LOC107984219,uncharacterized LOC107984219,-2.924999999999999,0.08508365210453299
105376485,LOC105376485,uncharacterized LOC105376485,0.00732,0.8764511341277533
3799,KIF5B,kinesin family member 5B,-3.7150000000000034,0.6711320274210626
80314,EPC1,enhancer of polycomb 1,0.34500000000000064,0.5529357034654081
102031319,EPC1-AS1,EPC1 antisense RNA 1,0.07105,0.49999999999999956
101929431,LOC101929431,uncharacterized LOC101929431,0.029699999999999994,0.342770769983721
79741,CCDC7,coiled-coil domain containing 7,0.020549999999999957,0.6383479928353428
105376486,NA,NA,0.14805000000000001,0.011665789044140831
3688,ITGB1,integrin subunit beta 1,-3.1500000000000057,0.7858470255151109
106633814,SNORA86,"small nucleolar RNA, H/ACA box 86",5.760000000000005,0.5057002081611313
101929475,ITGB1-DT,ITGB1 divergent transcript,-0.028949999999999976,0.5004849673860143
101929447,IATPR,ITGB1 adjacent tumor promoting lncRNA,0,NA
8829,NRP1,neuropilin 1,0.0039999999999995595,0.9962156602293835
105376489,LOC105376489,uncharacterized LOC105376489,0,NA
105376490,LINC02628,long intergenic non-protein coding RNA 2628,0,NA
100505583,LINC00838,long intergenic non-protein coding RNA 838,0,NA
56288,PARD3,par-3 family cell polarity regulator,2.4549999999999983,0.35595503281700147
100505601,PARD3-DT,PARD3 divergent transcript,0.44699999999999984,0.5037968050314423
105376491,LINC02635,long intergenic non-protein coding RNA 2635,0.6163,0.24182864136271875
8453,CUL2,cullin 2,-0.8150000000000013,0.7024210664000912
100500890,MIR3611,microRNA 3611,0,NA
1390,CREM,cAMP responsive element modulator,0.12449999999999939,0.8728518872069794
105376493,LINC02634,long intergenic non-protein coding RNA 2634,0.021475,0.49999999999999956
219771,CCNY,cyclin Y,2.634999999999998,0.24796597006116672
107984220,LOC107984220,uncharacterized LOC107984220,-0.17104999999999992,0.581137735379353
107984221,LOC107984221,uncharacterized LOC107984221,-0.024499999999999994,0.6412532699249429
219770,GJD4,gap junction protein delta 4,-0.023035,0.4937368574214488
8325,FZD8,frizzled class receptor 8,-4.5,0.26280862511893643
100616500,MIR4683,microRNA 4683,-14.159999999999997,0.044286258381208296
105376494,LOC105376494,uncharacterized LOC105376494,2.5964999999999994,0.2190751424346829
107984188,LOC107984188,uncharacterized LOC107984188,0,NA
102578074,PCAT5,prostate cancer associated transcript 5,0,NA
105376495,LINC02630,long intergenic non-protein coding RNA 2630,0,NA
107984222,LOC107984222,uncharacterized LOC107984222,0,NA
105376496,LOC105376496,uncharacterized LOC105376496,0,NA
91074,ANKRD30A,ankyrin repeat domain 30A,4.399999999999999,0.21922243110722003
101929498,NA,NA,1.5705,0.36223253796588917
101929520,LINC00993,long intergenic non-protein coding RNA 993,7.475,0.08662828415023399
107984175,LOC107984175,uncharacterized LOC107984175,1.4689500000000004,0.015558618738577
107984223,LOC107984223,uncharacterized LOC107984223,1.1022,0.18874829544571328
105376497,LOC105376497,uncharacterized LOC105376497,0.72655,0.21054066186779166
100288485,MTRNR2L7,MT-RNR2 like 7 (pseudogene),0,NA
102724533,LOC102724533,uncharacterized LOC102724533,0,NA
105376498,LOC105376498,uncharacterized LOC105376498,0,NA
57209,ZNF248,zinc finger protein 248,-0.06400000000000006,0.5524270008340293
100419868,ZNF33BP1,zinc finger protein 33B pseudogene 1,0,NA
107984224,NA,NA,-0.02654999999999985,0.9514129894908592
219749,ZNF25,zinc finger protein 25,0.28049999999999997,0.7250114497128951
105376499,ZNF25-DT,ZNF25 divergent transcript,0,NA
7581,ZNF33A,zinc finger protein 33A,-1.7855000000000008,0.281468352671826
7587,ZNF37A,zinc finger protein 37A,-0.05849999999999955,0.8909464412764153
105376500,LOC105376500,uncharacterized LOC105376500,0,NA
100129055,CCNYL4,cyclin Y like 4 (pseudogene),0,NA
158160,HSD17B7P2,hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2,0.4009999999999998,0.30176367625008016
285961,SEPTIN7P9,septin 7 pseudogene 9,0.4449999999999985,0.5247883419563466
101929540,LOC101929540,uncharacterized LOC101929540,0.46199999999999974,0.16539097607566222
399744,LINC00999,long intergenic non-protein coding RNA 999,0.08099999999999996,0.6558690002125591
107984177,NA,NA,0,NA
399746,ACTR3BP5,ACTR3B pseudogene 5,0,NA
105378267,LOC105378267,uncharacterized LOC105378267,0.006239999999999999,0.8021476641582759
101929373,LOC101929373,uncharacterized LOC101929373,-0.015125000000000006,0.6114700520929943
441666,LOC441666,zinc finger protein 91 pseudogene,0.02939,0.4456660103202102
414194,CCNYL2,cyclin Y like 2 (pseudogene),-0.025104999999999995,0.3536419112502143
84856,LINC00839,long intergenic non-protein coding RNA 839,1.0555000000000003,0.29491276150152745
100129482,ZNF37BP,"zinc finger protein 37B, pseudogene",0.3560000000000003,0.05079158364825257
7582,ZNF33B,zinc finger protein 33B,-2.2265000000000015,0.21919662840312773
105378268,LOC105378268,uncharacterized LOC105378268,0.06535000000000002,0.29956108758126176
101929397,LINC01518,long intergenic non-protein coding RNA 1518,-0.04081499999999999,0.4197673732298056
107984178,LINC02632,long intergenic non-protein coding RNA 2632,-0.02512,0.49999999999999956
283028,LOC283028,uncharacterized LOC283028,0.10844999999999999,0.43147810526166697
105378269,LOC105378269,uncharacterized LOC105378269,0,NA
9790,BMS1,BMS1 ribosome biogenesis factor,-0.1750000000000007,0.8967685793284831
101929445,LINC02623,long intergenic non-protein coding RNA 2623,0,NA
104266963,LINC01264,long intergenic non-protein coding RNA 1264,0.031599999999999996,0.7867686361562087
100847014,MIR5100,microRNA 5100,0,NA
5979,RET,ret proto-oncogene,5.365000000000002,0.1241850576042887
55454,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2,-1.6355000000000004,0.29334947938120703
221002,RASGEF1A,RasGEF domain family member 1A,0.2755000000000001,0.4867380473226217
107984225,LOC107984225,uncharacterized LOC107984225,0.00888,0.786704332820794
105378271,LOC105378271,uncharacterized LOC105378271,0,NA
105378270,LINC02633,long intergenic non-protein coding RNA 2633,0,NA
107984226,LOC107984226,uncharacterized LOC107984226,-0.18155,0.549120383877965
53828,FXYD4,FXYD domain containing ion transport regulator 4,-0.03408,0.49999999999999956
3185,HNRNPF,heterogeneous nuclear ribonucleoprotein F,-16.849999999999966,0.19128142314932461
109616985,SNORD3J,"small nucleolar RNA, C/D box 3J",0,NA
642819,ZNF487,zinc finger protein 487,0.3615000000000004,0.13221398921083571
105379857,NA,NA,-0.0020800000000000003,0.9280997580881954
8187,ZNF239,zinc finger protein 239,0.35050000000000026,0.5573125576620453
220992,ZNF485,zinc finger protein 485,0.17850000000000055,0.7897424495560321
414201,ZNF32-AS3,ZNF32 antisense RNA 3,0.010985,0.49999999999999956
7580,ZNF32,zinc finger protein 32,0.6799999999999926,0.6650239753479585
414197,ZNF32-AS1,ZNF32 antisense RNA 1,0.5399999999999991,0.7963400134622991
414208,ZNF32-AS2,ZNF32 antisense RNA 2,0.3460000000000001,0.3643366810388845
105378274,NA,NA,0.2692499999999999,0.5183534879285829
102724264,LINC02658,long intergenic non-protein coding RNA 2658,0,NA
105378275,LOC105378275,uncharacterized LOC105378275,0,NA
10151,HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,-0.11650000000000027,0.77837241528388
107984189,NA,NA,0,NA
414260,LINC00619,long intergenic non-protein coding RNA 619,0,NA
100506835,LINC00840,long intergenic non-protein coding RNA 840,0,NA
105378277,LINC02659,long intergenic non-protein coding RNA 2659,0,NA
283033,LINC00841,long intergenic non-protein coding RNA 841,0,NA
6387,CXCL12,C-X-C motif chemokine ligand 12,-0.019034999999999996,0.562910292244635
100130539,LINC02881,long intergenic non-protein coding RNA 2881,0,NA
107984179,LOC107984179,uncharacterized LOC107984179,0.007585,0.49999999999999956
220980,TMEM72-AS1,TMEM72 antisense RNA 1,0,NA
643236,TMEM72,transmembrane protein 72,0.00621,0.49999999999999956
83937,RASSF4,Ras association domain family member 4,-0.15955000000000003,0.12553801677802146
105378281,LOC105378281,uncharacterized LOC105378281,0.011130000000000001,0.6058002629931893
11067,DEPP1,DEPP autophagy regulator 1,0.009750000000000009,0.9425133745723742
220979,ZNF22-AS1,ZNF22 antisense RNA 1,0.0013350000000000029,0.8782519730448783
7570,ZNF22,zinc finger protein 22,-0.014199999999999999,0.39097242683136024
100133308,RSU1P2,Ras suppressor protein 1 pseudogene 2,0.09026500000000001,0.0522427508521502
338579,ANKRD30BP3,ankyrin repeat domain 30B pseudogene 3,0,NA
100422988,MIR3156-1,microRNA 3156-1,0,NA
105378283,LOC105378283,uncharacterized LOC105378283,0,NA
79290,OR13A1,olfactory receptor family 13 subfamily A member 1,0.00605,0.49999999999999956
240,ALOX5,arachidonate 5-lipoxygenase,0.030764999999999997,0.5221855849959574
102724323,LOC102724323,uncharacterized LOC102724323,0,NA
220972,MARCHF8,membrane associated ring-CH-type finger 8,-0.6269999999999998,0.28558037988659135
105378286,LOC105378286,uncharacterized LOC105378286,0.20745000000000002,0.5160880095764643
93550,ZFAND4,zinc finger AN1-type containing 4,0.09425000000000017,0.7162974041391394
653234,AGAP10P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene",-0.05899999999999994,0.8491800223818171
253725,WASHC2C,WASH complex subunit 2C,-1.2349999999999994,0.4084237533328019
643479,FAM25EP,family with sequence similarity 25 member E,0.26555,0.3446454003236133
119016,AGAP4,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4",0.16100000000000003,0.6001810073360201
114004351,PARGP1-AGAP4,PARGP1-AGAP4 readthrough,0.13149999999999995,0.5630243657524523
728407,PARGP1,PARG pseudogene 1,0.0665,0.8882264729710934
100287932,TIMM23,translocase of inner mitochondrial membrane 23,11.200000000000017,0.1502005435299043
109616974,SNORA74C-1,"small nucleolar RNA, H/ACA box 74C-1",0,NA
8031,NCOA4,nuclear receptor coactivator 4,6,0.6313029999011479
105378287,LOC105378287,uncharacterized LOC105378287,0.02784,0.25501760421358993
4477,MSMB,microseminoprotein beta,0.3759,0.40121654628970393
653268,AGAP7P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene",0.05999999999999961,0.8854434733878584
100996567,ANTXRLP1,ANTXR like pseudogene 1,-0.02102,0.49999999999999956
105378577,LOC105378577,uncharacterized LOC105378577,0,NA
195977,ANTXRL,ANTXR like,0.007235,0.49999999999999956
107984026,NA,NA,0.02200000000000002,0.8629674324949067
100132929,FAM25BP,protein FAM25,0.016100000000000003,0.9337736672410568
728113,ANXA8L1,annexin A8 like 1,-0.0026549999999999994,0.8895506282170006
643650,LINC00842,long intergenic non-protein coding RNA 842,0,NA
728643,HNRNPA1P33,heterogeneous nuclear ribonucleoprotein A1 pseudogene 33,-8.074999999999996,0.05253259559136877
107987152,NA,NA,-5.250000000000046e-5,0.997944393727799
5540,NPY4R,neuropeptide Y receptor Y4,0.00443,0.49999999999999956
9721,GPRIN2,G protein regulated inducer of neurite outgrowth 2,0.001971,0.49999999999999956
83849,SYT15,synaptotagmin 15,0.13575000000000004,0.31874638370854824
101927699,SYT15-AS1,SYT15 antisense RNA 1,1.5259999999999998,0.22741627594081398
105378289,LOC105378289,uncharacterized LOC105378289,-0.12535000000000007,0.6411356759733298
414241,SHLD2P1,shieldin complex subunit 2 pseudogene 1,-1.5935000000000006,0.4102489435959722
102724350,LINC02637,long intergenic non-protein coding RNA 2637,0.03177000000000001,0.3796000110227139
101927584,LOC101927584,uncharacterized LOC101927584,0,NA
102724643,FAM245B,family with sequence similarity 245 member B,0.0069835,0.4133575220586434
414212,GLUD1P2,glutamate dehydrogenase 1 pseudogene 2,-0.3225000000000007,0.6276534482339903
399761,BMS1P1,BMS1 pseudogene 1,-0.005499999999999838,0.9477613630750402
728798,FRMPD2B,FERM and PDZ domain containing 2B (pseudogene),0.04103,0.038278221425915526
26095,PTPN20,protein tyrosine phosphatase non-receptor type 20,0,NA
105378291,LOC105378291,uncharacterized LOC105378291,0,NA
101929216,NA,NA,0,NA
2662,GDF10,growth differentiation factor 10,0,NA
2658,GDF2,growth differentiation factor 2,0,NA
5949,RBP3,retinol binding protein 3,0.004936,0.49999999999999956
118738,ZNF488,zinc finger protein 488,-0.002045,0.8894531557557744
107001062,LOC107001062,uncharacterized LOC107001062,0,NA
105378292,LINC03029,long intergenic non-protein coding RNA 3029,0,NA
653145,ANXA8,annexin A8,-0.013144999999999997,0.301708414298087
100133093,FAM25G,family with sequence similarity 25 member G,0.14190000000000003,0.511777965948857
113939912,BMS1P2-AGAP9,BMS1P2-AGAP9 readthrough,-0.36349999999999993,0.03871306086352033
642517,AGAP9,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9",-0.276,0.3372033280061391
107987147,NA,NA,-0.12524999999999997,0.4378487704390985
642826,BMS1P2,BMS1 pseudogene 2,-0.16704999999999992,0.1361022465926301
1517,CTSLP2,cathepsin L pseudogene 2,0.005084999999999999,0.9337757731308209
112267862,LINC02675,long intergenic non-protein coding RNA 2675,0.010660000000000003,0.4136408940378359
439965,SHLD2P3,shieldin complex subunit 2 pseudogene 3,-1.9665000000000017,0.38462899552971125
102724603,LOC102724603,uncharacterized LOC102724603,-0.007754999999999998,0.8746000607587303
102724593,LOC102724593,uncharacterized LOC102724593,1.1799999999999997,0.09478052079006141
102724488,SYT15B,synaptotagmin 15B,0.24124999999999996,0.05007696915872309
100996758,NPY4R2,neuropeptide Y receptor Y4-2,0.0023795000000000005,0.8022103197833671
644054,FAM25C,family with sequence similarity 25 member C,0.13500000000000006,0.5118666397429621
414224,AGAP12P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene",-0.2909999999999999,0.3696791202533567
143162,FRMPD2,FERM and PDZ domain containing 2,-0.014765,0.7143151541225685
5599,MAPK8,mitogen-activated protein kinase 8,-1.6475000000000009,0.21330655320833428
58504,ARHGAP22,Rho GTPase activating protein 22,-0.059515,0.012380807311211871
100689073,ARHGAP22-IT1,ARHGAP22 intronic transcript 1,-0.021425,0.49999999999999956
57705,WDFY4,WDFY family member 4,0,NA
105378299,LOC105378299,uncharacterized LOC105378299,0,NA
474354,LRRC18,leucine rich repeat containing 18,0,NA
105378298,LOC105378298,uncharacterized LOC105378298,0,NA
100422895,MIR4294,microRNA 4294,0,NA
196740,VSTM4,V-set and transmembrane domain containing 4,-0.004857500000000001,0.21295926988067787
100506733,FAM170B-AS1,FAM170B antisense RNA 1,0,NA
170370,FAM170B,family with sequence similarity 170 member B,0,NA
170371,TMEM273,transmembrane protein 273,-0.0115,0.33292632984064247
100506769,C10orf71-AS1,C10orf71 antisense RNA 1,0,NA
118461,C10orf71,chromosome 10 open reading frame 71,0,NA
644168,DRGX,dorsal root ganglia homeobox,-0.00834,0.49999999999999956
2074,ERCC6,"ERCC excision repair 6, chromatin remodeling factor",0.33199999999999985,0.338367706659641
267004,PGBD3,piggyBac transposable element derived 3,0.7960000000000003,0.014114474905080037
1103,CHAT,choline O-acetyltransferase,0,NA
6572,SLC18A3,solute carrier family 18 member A3,0,NA
282966,C10orf53,chromosome 10 open reading frame 53,0,NA
55753,OGDHL,oxoglutarate dehydrogenase L,0.2869999999999999,0.27718154168578213
8505,PARG,poly(ADP-ribose) glycohydrolase,0.2865000000000002,0.6822696088193068
100652748,TIMM23B,translocase of inner mitochondrial membrane 23 homolog B,-0.3045000000000009,0.3268318827588758
113218477,TIMM23B-AGAP6,TIMM23B-AGAP6 readthrough (NMD candidate),0.18300000000000072,0.6870765394493888
109617009,SNORA74C-2,"small nucleolar RNA, H/ACA box 74C-2",-0.01625,0.9279583992901635
414189,AGAP6,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6",0.248,0.23911595198775698
100421577,WASHC2EP,"WASHC2E, pseudogene",0.09399999999999986,0.45303702537385154
387680,WASHC2A,WASH complex subunit 2A,1.1550000000000011,0.46843758078234166
56624,ASAH2,N-acylsphingosine amidohydrolase 2,0.19849999999999968,0.679149137508197
259230,SGMS1,sphingomyelin synthase 1,0.4734999999999996,0.5150068549439879
104355295,SGMS1-AS1,SGMS1 antisense RNA 1,0.0259999999999998,0.9287000449518775
105378302,LOC105378302,uncharacterized LOC105378302,-0.02080000000000015,0.9585137257413601
653308,ASAH2B,N-acylsphingosine amidohydrolase 2B,0.3534999999999999,0.5369432551526783
29974,A1CF,APOBEC1 complementation factor,-5.634999999999998e-4,0.8895197995711042
5592,PRKG1,protein kinase cGMP-dependent 1,-0.0016990000000000009,0.8840768570811757
102724719,LOC102724719,uncharacterized LOC102724719,0,NA
693190,MIR605,microRNA 605,0,NA
23283,CSTF2T,cleavage stimulation factor subunit 2 tau variant,0.9140000000000015,0.3308565779322416
100506939,PRKG1-AS1,PRKG1 antisense RNA 1,-0.01087,0.49999999999999956
22943,DKK1,dickkopf Wnt signaling pathway inhibitor 1,0.15719999999999995,0.5399638485643394
101928687,LNCAROD,lncRNA activating regulator of DKK1,0.04084500000000001,0.5286724511492049
105378305,LOC105378305,uncharacterized LOC105378305,0,NA
4153,MBL2,mannose binding lectin 2,0,NA
105378307,LOC105378307,uncharacterized LOC105378307,0,NA
105378306,LOC105378306,uncharacterized LOC105378306,0,NA
105378308,LOC105378308,uncharacterized LOC105378308,0.004139,0.37965886691719253
105378309,LINC02672,long intergenic non-protein coding RNA 2672,-0.013655,0.49999999999999956
105378310,LOC105378310,uncharacterized LOC105378310,0,NA
65217,PCDH15,protocadherin related 15,-0.0012255,0.49999999999999956
105378311,LOC105378311,uncharacterized LOC105378311,0,NA
100302192,MIR548F1,microRNA 548f-1,0,NA
100463289,MTRNR2L5,MT-RNR2 like 5 (pseudogene),0,NA
11130,ZWINT,ZW10 interacting kinetochore protein,-8.184999999999999,0.024349716022088942
100500834,MIR3924,microRNA 3924,0,NA
105378313,LOC105378313,uncharacterized LOC105378313,0,NA
105378314,LOC105378314,uncharacterized LOC105378314,0,NA
253430,IPMK,inositol polyphosphate multikinase,0.5800000000000001,0.5883329755429623
55847,CISD1,CDGSH iron sulfur domain 1,1.8599999999999994,0.7144840567250804
112268068,LOC112268068,uncharacterized LOC112268068,0,NA
7321,UBE2D1,ubiquitin conjugating enzyme E2 D1,2.3635,0.6033267498662019
7019,TFAM,"transcription factor A, mitochondrial",3.4299999999999997,0.6132850816482447
105378316,LOC105378316,uncharacterized LOC105378316,0,NA
80114,BICC1,BicC family RNA binding protein 1,-0.0015695,0.49999999999999956
107984234,NA,NA,0,NA
728640,FAM133CP,"family with sequence similarity 133, member A pseudogene",0.248,0.6041078262987771
100507008,LINC00844,long intergenic non-protein coding RNA 844,0,NA
102724768,LOC102724768,uncharacterized LOC102724768,0,NA
105682749,CCEPR,cervical carcinoma expressed PCNA regulatory lncRNA,0.008465,0.49999999999999956
84457,PHYHIPL,phytanoyl-CoA 2-hydroxylase interacting protein like,0.0061350000000000016,0.5356874521839998
220965,FAM13C,family with sequence similarity 13 member C,0.049057,0.1635920165438837
102724778,LOC102724778,uncharacterized LOC102724778,0,NA
107984235,LOC107984235,uncharacterized LOC107984235,-0.05655,0.49999999999999956
105378318,LOC105378318,uncharacterized LOC105378318,0,NA
105378319,LOC105378319,uncharacterized LOC105378319,0,NA
220963,SLC16A9,solute carrier family 16 member 9,0.15954999999999997,0.4107511038726722
100507027,MRLN,myoregulin,0,NA
8030,CCDC6,coiled-coil domain containing 6,7.880000000000003,0.3593393930685405
283025,LINC01553,long intergenic non-protein coding RNA 1553,-0.01349,0.49999999999999956
288,ANK3,ankyrin 3,2.3385000000000016,0.027982606342123177
107987153,NA,NA,0.027104999999999997,0.4383719619139217
107984292,NA,NA,0.017910000000000002,0.40141263032921515
105378320,ANK3-DT,ANK3 divergent transcript,-0.04089999999999999,0.7579525118059657
983,CDK1,cyclin dependent kinase 1,-11.227000000000004,0.03052660093115174
9886,RHOBTB1,Rho related BTB domain containing 1,-0.5085000000000006,0.08797594101106178
107984236,LOC107984236,uncharacterized LOC107984236,-0.51945,0.14629398133875873
100507058,LINC00845,long intergenic non-protein coding RNA 845,-0.03831,0.49999999999999956
105378323,LOC105378323,uncharacterized LOC105378323,0,NA
219623,TMEM26,transmembrane protein 26,0.0081485,0.5885880286085132
101928781,TMEM26-AS1,TMEM26 antisense RNA 1,0,NA
219621,CABCOCO1,ciliary associated calcium binding coiled-coil 1,-0.03945,0.49999999999999956
107984237,LINC02625,long intergenic non-protein coding RNA 2625,-0.0014000000000000002,0.8893184806960939
84159,ARID5B,AT-rich interaction domain 5B,1.1240000000000014,0.11172624515830176
219790,RTKN2,rhotekin 2,-0.08184999999999998,0.8260786536110776
105378326,NA,NA,0.021345,0.49999999999999956
105378325,LINC02621,long intergenic non-protein coding RNA 2621,0,NA
283045,LOC283045,uncharacterized LOC283045,-0.010605,0.674432949499423
22891,ZNF365,zinc finger protein 365,0.4495,0.014316708650670808
105378327,LOC105378327,uncharacterized LOC105378327,0,NA
84890,ADO,2-aminoethanethiol dioxygenase,-0.41000000000000014,0.9185078625109386
1959,EGR2,early growth response 2,0.6972,0.03215428534556082
107984012,LOC107984012,uncharacterized LOC107984012,0,NA
105378328,LOC105378328,uncharacterized LOC105378328,0,NA
29982,NRBF2,nuclear receptor binding factor 2,0.7800000000000011,0.048874503944395124
221037,JMJD1C,jumonji domain containing 1C,-0.8149999999999995,0.6333530071798944
100302150,MIR1296,microRNA 1296,0,NA
105378330,JMJD1C-AS2,JMJD1C antisense RNA 2,0,NA
84989,JMJD1C-AS1,JMJD1C antisense RNA 1,-0.8845000000000005,0.2822345958460969
221035,REEP3,receptor accessory protein 3,1.7550000000000008,0.5287288362962367
105378329,LOC105378329,uncharacterized LOC105378329,0.003134999999999999,0.7208515469910886
101929846,LOC101929846,uncharacterized LOC101929846,0.4325000000000001,0.15204267325602103
107984238,LOC107984238,uncharacterized LOC107984238,0.03941,0.49999999999999956
101928859,LOC101928859,uncharacterized LOC101928859,0,NA
105378333,LOC105378333,uncharacterized LOC105378333,0,NA
105378335,LOC105378335,uncharacterized LOC105378335,0,NA
107984239,LOC107984239,uncharacterized LOC107984239,0,NA
105378336,LOC105378336,uncharacterized LOC105378336,0,NA
305,ANXA2P3,annexin A2 pseudogene 3,0.20999999999999996,0.3107945028349782
101928887,LINC02671,long intergenic non-protein coding RNA 2671,-0.00952,0.49999999999999956
102724863,LOC102724863,uncharacterized LOC102724863,0,NA
105378337,LOC105378337,uncharacterized LOC105378337,0,NA
101928913,LINC01515,long intergenic non-protein coding RNA 1515,0.5515000000000001,0.1445325494105633
105378338,NA,NA,0,NA
105378339,LOC105378339,uncharacterized LOC105378339,0,NA
29119,CTNNA3,catenin alpha 3,0.03695999999999999,0.29959438373826425
105378340,CTNNA3-AS1,CTNNA3 antisense RNA 1,0,NA
101928961,LOC101928961,uncharacterized LOC101928961,0,NA
347731,LRRTM3,leucine rich repeat transmembrane neuronal 3,0,NA
102466814,MIR7151,microRNA 7151,0,NA
100189279,TRS-TGA1-1,tRNA-Ser (anticodon TGA) 1-1,0,NA
56521,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12,2.694999999999993,0.24840056964387258
23411,SIRT1,sirtuin 1,-3.135,0.361515264754079
26091,HERC4,HECT and RLD domain containing E3 ubiquitin protein ligase 4,1.9449999999999985,0.3723581846838997
100009667,POU5F1P5,POU class 5 homeobox 1 pseudogene 5,0.107865,0.16022132228435546
84665,MYPN,myopalladin,-0.006644499999999999,0.5580997295025972
107984240,LOC107984240,uncharacterized LOC107984240,0,NA
220202,ATOH7,atonal bHLH transcription factor 7,-0.025375,0.6527101944854126
107984241,LINC02640,long intergenic non-protein coding RNA 2640,0,NA
64081,PBLD,phenazine biosynthesis like protein domain containing,8.044999999999998,0.15995184530911613
3189,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3,-14.439999999999998,0.11330690025315598
55680,RUFY2,RUN and FYVE domain containing 2,0.22699999999999942,0.8106428770497653
1763,DNA2,DNA replication helicase/nuclease 2,-1.4894999999999996,0.08029857960528465
8034,SLC25A16,solute carrier family 25 member 16,1.3014999999999999,0.25116577683064406
80312,TET1,tet methylcytosine dioxygenase 1,0.0029000000000001247,0.9716911354134039
55749,CCAR1,cell division cycle and apoptosis regulator 1,9.685000000000002,0.03309736759191257
692211,SNORD98,"small nucleolar RNA, C/D box 98",-0.44569999999999993,0.39095376974494145
219736,STOX1,storkhead box 1,-0.3294999999999999,0.3741613245405
79009,DDX50,DExD-box helicase 50,-2.945000000000004,0.18491346592582186
9188,DDX21,DExD-box helicase 21,-8.444999999999993,0.36068830642153105
26128,KIFBP,kinesin family binding protein,7.859999999999999,0.04427919218087456
105378342,LOC105378342,uncharacterized LOC105378342,0,NA
5552,SRGN,serglycin,-0.007949999999999999,0.07525358588967743
9559,VPS26A,VPS26 retromer complex component A,0.7549999999999955,0.9198939998259628
6832,SUPV3L1,Suv3 like RNA helicase,0.3200000000000003,0.865946765221659
101928994,LOC101928994,uncharacterized LOC101928994,0,NA
80201,HKDC1,hexokinase domain containing 1,-0.056694999999999995,0.1564607782303306
3098,HK1,hexokinase 1,26.700000000000003,0.11438423269756641
6865,TACR2,tachykinin receptor 2,0.019299999999999873,0.8964398070891154
23555,TSPAN15,tetraspanin 15,1.7050000000000018,0.24634010741252424
105378345,LOC105378345,uncharacterized LOC105378345,0.046955,0.49999999999999956
50674,NEUROG3,neurogenin 3,0,NA
101929021,LOC101929021,uncharacterized LOC101929021,-0.08985,0.49999999999999956
219738,FAM241B,family with sequence similarity 241 member B,-0.8550000000000004,0.5413519405781215
105378346,LINC02651,long intergenic non-protein coding RNA 2651,0,NA
1305,COL13A1,collagen type XIII alpha 1 chain,-0.06464,0.6649275180863842
105378347,LOC105378347,uncharacterized LOC105378347,0,NA
107984242,LOC107984242,uncharacterized LOC107984242,-0.004043,0.49999999999999956
102723350,LINC02636,long intergenic non-protein coding RNA 2636,0.019025,0.2860645512597816
55506,MACROH2A2,macroH2A.2 histone,0.7399999999999984,0.49946108255803
84883,AIFM2,AIF family member 2,1.5700000000000003,0.22917929932176878
219743,TYSND1,trypsin like peroxisomal matrix peptidase 1,-2.0550000000000033,0.3997076263477719
56681,SAR1A,secretion associated Ras related GTPase 1A,6.064999999999998,0.23651146273038035
5464,PPA1,inorganic pyrophosphatase 1,2.550000000000068,0.899102126769854
64106,NPFFR1,neuropeptide FF receptor 1,0,NA
55222,LRRC20,leucine rich repeat containing 20,-0.35000000000000053,0.4280936057591762
