GeneID,Symbol,Gene Name / Type
100533483,DNAAF4-CCPG1,DNAAF4-CCPG1 readthrough (NMD candidate)
9236,CCPG1,cell cycle progression 1
693213,MIR628,microRNA 628
145788,PIERCE2,piercer of microtubule wall 2
161582,DNAAF4,dynein axonemal assembly factor 4
107984745,NA,NA
26108,PYGO1,pygopus family PHD finger 1
283659,PRTG,protogenin
4734,NEDD4,NEDD4 E3 ubiquitin protein ligase
64864,RFX7,regulatory factor X7
374618,TEX9,testis expressed 9
55329,MNS1,meiosis specific nuclear structural 1
105370831,NA,NA
105370832,LOC105370832,uncharacterized LOC105370832
54816,ZNF280D,zinc finger protein 280D
105370833,LINC03065,long intergenic non-protein coding RNA 3065
145783,TCF12-DT,TCF12 divergent transcript
6938,TCF12,transcription factor 12
109616990,SNORD13D,"small nucleolar RNA, C/D box 13D"
283663,LINC00926,long intergenic non-protein coding RNA 926
101928611,LINC01413,long intergenic non-protein coding RNA 1413
84952,CGNL1,cingulin like 1
145781,GCOM1,"GCOM1, MYZAP-POLR2M combined locus"
100820829,MYZAP,myocardial zonula adherens protein
81488,POLR2M,RNA polymerase II subunit M
105370834,LOC105370834,uncharacterized LOC105370834
107984724,NA,NA
8854,ALDH1A2,aldehyde dehydrogenase 1 family member A2
283665,ALDH1A2-AS1,ALDH1A2 antisense RNA 1
366,AQP9,aquaporin 9
3990,LIPC,"lipase C, hepatic type"
101928694,LIPC-AS1,LIPC antisense RNA 1
102,ADAM10,ADAM metallopeptidase domain 10
664618,HSP90AB4P,"heat shock protein 90 alpha family class B member 4, pseudogene"
101928725,MINDY2-DT,MINDY2 divergent transcript
54629,MINDY2,MINDY lysine 48 deubiquitinase 2
79811,SLTM,SAFB like transcription modulator
54778,RNF111,ring finger protein 111
9133,CCNB2,cyclin B2
4643,MYO1E,myosin IE
100313886,MIR2116,microRNA 2116
92483,LDHAL6B,lactate dehydrogenase A like 6B
145773,FAM81A,family with sequence similarity 81 member A
9245,GCNT3,"glucosaminyl (N-acetyl) transferase 3, mucin type"
2958,GTF2A2,general transcription factor IIA subunit 2
663,BNIP2,BCL2 interacting protein 2
107984803,NA,NA
107984802,NA,NA
27023,FOXB1,forkhead box B1
105370838,LOC105370838,uncharacterized LOC105370838
105370839,LOC105370839,uncharacterized LOC105370839
105370840,LOC105370840,uncharacterized LOC105370840
302,ANXA2,annexin A2
79664,ICE2,interactor of little elongation complex ELL subunit 2
101928784,RORA-AS1,RORA antisense RNA 1
6095,RORA,RAR related orphan receptor A
105370846,LOC105370846,uncharacterized LOC105370846
100996876,RORA-AS2,RORA antisense RNA 2
105370844,RORA-AS4,RORA antisense RNA 4
102724802,LOC102724802,uncharacterized LOC102724802
105370842,NA,NA
107984805,LOC107984805,uncharacterized LOC107984805
105370841,LOC105370841,uncharacterized LOC105370841
105370847,LOC105370847,uncharacterized LOC105370847
107984782,LOC107984782,uncharacterized LOC107984782
101928850,LOC101928850,uncharacterized LOC101928850
107984783,LOC107984783,uncharacterized LOC107984783
100506530,LINC02349,long intergenic non-protein coding RNA 2349
54832,VPS13C,vacuolar protein sorting 13 homolog C
101928907,VPS13C-DT,VPS13C divergent transcript
145741,C2CD4A,C2 calcium dependent domain containing 4A
388125,C2CD4B,C2 calcium dependent domain containing 4B
107984784,LOC107984784,uncharacterized LOC107984784
255180,GOLGA2P11,GOLGA2 pseudogene 11
105370849,NA,NA
105370852,NA,NA
105370851,NA,NA
102724938,LOC102724938,uncharacterized LOC102724938
105370850,NA,NA
102465869,MIR8067,microRNA 8067
102464834,MIR6085,microRNA 6085
83660,TLN2,talin 2
197003,MGC15885,uncharacterized protein MGC15885
105370855,LOC105370855,uncharacterized LOC105370855
406965,MIR190A,microRNA 190a
105370854,LOC105370854,uncharacterized LOC105370854
7168,TPM1,tropomyosin 1
111064646,TPM1-AS,TPM1 antisense RNA
107984798,LOC107984798,uncharacterized LOC107984798
114294,LACTB,lactamase beta
51065,RPS27L,ribosomal protein S27 like
101928972,LOC101928972,uncharacterized LOC101928972
51762,RAB8B,"RAB8B, member RAS oncogene family"
83464,APH1B,aph-1B gamma-secretase subunit
771,CA12,carbonic anhydrase 12
102723344,LINC02568,long intergenic non-protein coding RNA 2568
9960,USP3,ubiquitin specific peptidase 3
100130855,USP3-AS1,USP3 antisense RNA 1
283807,FBXL22,F-box and leucine rich repeat protein 22
8925,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
494334,MIR422A,microRNA 422a
23604,DAPK2,death associated protein kinase 2
101928988,LOC101928988,uncharacterized LOC101928988
84191,CIAO2A,cytosolic iron-sulfur assembly component 2A
6642,SNX1,sorting nexin 1
79856,SNX22,sorting nexin 22
5479,PPIB,peptidylprolyl isomerase B
53944,CSNK1G1,casein kinase 1 gamma 1
9768,PCLAF,PCNA clamp associated factor
9325,TRIP4,thyroid hormone receptor interactor 4
105370861,LOC105370861,uncharacterized LOC105370861
23060,ZNF609,zinc finger protein 609
107984736,NA,NA
101930091,LOC101930091,uncharacterized LOC101930091
4947,OAZ2,ornithine decarboxylase antizyme 2
107984737,NA,NA
348093,RBPMS2,"RNA binding protein, mRNA processing factor 2"
100302184,MIR1272,microRNA 1272
80119,PIF1,PIF1 5'-to-3' DNA helicase
80301,PLEKHO2,pleckstrin homology domain containing O2
348094,ANKDD1A,ankyrin repeat and death domain containing 1A
107984754,NA,NA
51324,SPG21,"SPG21 abhydrolase domain containing, maspardin"
123263,MTFMT,mitochondrial methionyl-tRNA formyltransferase
123264,SLC51B,SLC51 subunit beta
51285,RASL12,RAS like family 12
390594,KBTBD13,kelch repeat and BTB domain containing 13
390595,UBAP1L,ubiquitin associated protein 1 like
10081,PDCD7,programmed cell death 7
10845,CLPX,caseinolytic mitochondrial matrix peptidase chaperone subunit X
8483,CILP,cartilage intermediate layer protein
112268147,NA,NA
54956,PARP16,poly(ADP-ribose) polymerase family member 16
109617003,SNORA24B,"small nucleolar RNA, H/ACA box 24B"
26831,RNU5A-1,"RNA, U5A small nuclear 1"
26832,RNU5B-1,"RNA, U5B small nuclear 1"
9543,IGDCC3,immunoglobulin superfamily DCC subclass member 3
57722,IGDCC4,immunoglobulin superfamily DCC subclass member 4
54878,DPP8,dipeptidyl peptidase 8
51495,HACD3,3-hydroxyacyl-CoA dehydratase 3
81556,INTS14,integrator complex subunit 14
9187,SLC24A1,solute carrier family 24 member 1
102723464,LOC102723464,uncharacterized LOC102723464
10260,DENND4A,DENN domain containing 4A
109617020,SNORD13E,"small nucleolar RNA, C/D box 13E"
100616379,MIR4511,microRNA 4511
105370866,LOC105370866,uncharacterized LOC105370866
100189317,TRQ-CTG1-4,tRNA-Gln (anticodon CTG) 1-4
8766,RAB11A,"RAB11A, member RAS oncogene family"
84465,MEGF11,multiple EGF like domains 11
105370867,LOC105370867,uncharacterized LOC105370867
100422905,MIR4311,microRNA 4311
105370868,DIS3L-AS1,DIS3L antisense RNA 1
115752,DIS3L,DIS3 like exosome 3'-5' exoribonuclease
54962,TIPIN,TIMELESS interacting protein
692149,SCARNA14,small Cajal body-specific RNA 14
5604,MAP2K1,mitogen-activated protein kinase kinase 1
10302,SNAPC5,small nuclear RNA activating complex polypeptide 5
100616149,MIR4512,microRNA 4512
6124,RPL4,ribosomal protein L4
595100,SNORD18C,"small nucleolar RNA, C/D box 18C"
595099,SNORD18B,"small nucleolar RNA, C/D box 18B"
595097,SNORD16,"small nucleolar RNA, C/D box 16"
595098,SNORD18A,"small nucleolar RNA, C/D box 18A"
55055,ZWILCH,zwilch kinetochore protein
197021,LCTL,lactase like
102723165,LINC01169,long intergenic non-protein coding RNA 1169
4091,SMAD6,SMAD family member 6
105370869,LOC105370869,uncharacterized LOC105370869
105376718,LOC105376718,uncharacterized LOC105376718
102723481,SMASR,SMAD3 associated long non-coding RNA
102723493,SMAD3-DT,SMAD3 divergent transcript
4088,SMAD3,SMAD family member 3
79719,AAGAB,alpha and gamma adaptin binding protein
64799,IQCH,IQ motif containing H
100506686,IQCH-AS1,IQCH antisense RNA 1
145853,C15orf61,chromosome 15 open reading frame 61
5607,MAP2K5,mitogen-activated protein kinase kinase 5
107984718,NA,NA
390598,SKOR1,SKI family transcriptional corepressor 1
105370870,LOC105370870,uncharacterized LOC105370870
101929076,SKOR1-AS1,SKOR1 antisense RNA 1
26827,RNU6-1,"RNA, U6 small nuclear 1"
8554,PIAS1,protein inhibitor of activated STAT 1
105370871,LOC105370871,uncharacterized LOC105370871
91860,CALML4,calmodulin like 4
54982,CLN6,CLN6 transmembrane ER protein
10116,FEM1B,fem-1 homolog B
22801,ITGA11,integrin subunit alpha 11
105370873,LOC105370873,uncharacterized LOC105370873
10391,CORO2B,coronin 2B
8125,ANP32A,acidic nuclear phosphoprotein 32 family member A
100422971,MIR4312,microRNA 4312
80035,ANP32A-IT1,ANP32A intronic transcript 1
79400,NOX5,NADPH oxidase 5
246777,SPESP1,sperm equatorial segment protein 1
283673,EWSAT1,Ewing sarcoma associated transcript 1
26035,GLCE,glucuronic acid epimerase
102723548,PAQR5-DT,PAQR5 divergent transcript
54852,PAQR5,progestin and adipoQ receptor family member 5
145694,KIF23-AS1,KIF23 and PAQR5 antisense RNA 1
9493,KIF23,kinesin family member 23
6176,RPLP1,ribosomal protein lateral stalk subunit P1
105370876,LINC02896,long intergenic non-protein coding RNA 2896
145837,DRAIC,"downregulated RNA in cancer, inhibitor of cell invasion and migration"
104472713,PCAT29,prostate cancer associated transcript 29
107984788,LOC107984788,uncharacterized LOC107984788
414926,LINC00593,long intergenic non-protein coding RNA 593
101929129,LOC101929129,uncharacterized LOC101929129
7090,TLE3,"TLE family member 3, transcriptional corepressor"
693214,MIR629,microRNA 629
105370877,NA,NA
107984734,LOC107984734,uncharacterized LOC107984734
105370878,LOC105370878,uncharacterized LOC105370878
105370880,LINC02205,long intergenic non-protein coding RNA 2205
107984781,LOC107984781,uncharacterized LOC107984781
101929151,LINC02204,long intergenic non-protein coding RNA 2204
104548972,SALRNA3,senescence associated long non-coding RNA 3
104548973,SALRNA2,senescence associated long non-coding RNA 2
107984791,LOC107984791,uncharacterized LOC107984791
55075,UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats
55323,LARP6,"La ribonucleoprotein 6, translational regulator"
54839,LRRC49,leucine rich repeat containing 49
56906,THAP10,THAP domain containing 10
105370886,LOC105370886,uncharacterized LOC105370886
196993,CT62,cancer/testis associated 62
79875,THSD4,thrombospondin type 1 domain containing 4
101929196,THSD4-AS1,THSD4 antisense RNA 1
105370884,LOC105370884,uncharacterized LOC105370884
107984716,LOC107984716,uncharacterized LOC107984716
101929173,THSD4-AS2,THSD4 antisense RNA 2
10002,NR2E3,nuclear receptor subfamily 2 group E member 3
4649,MYO9A,myosin IXA
107984713,LOC107984713,uncharacterized LOC107984713
107984714,MYO9A-AS1,MYO9A antisense RNA 1
123228,SENP8,"SUMO peptidase family member, NEDD8 specific"
107984715,NA,NA
196996,GRAMD2A,GRAM domain containing 2A
5315,PKM,pyruvate kinase M1/2
56965,PARP6,poly(ADP-ribose) polymerase family member 6
105370887,LOC105370887,uncharacterized LOC105370887
60677,CELF6,CUGBP Elav-like family member 6
3073,HEXA,hexosaminidase subunit alpha
80072,HEXA-AS1,HEXA antisense RNA 1
338949,TMEM202,transmembrane protein 202
105370888,TMEM202-AS1,TMEM202 antisense RNA 1
107983949,NA,NA
25820,ARIH1,ariadne RBR E3 ubiquitin protein ligase 1
693215,MIR630,microRNA 630
102723640,LINC02259,long intergenic non-protein coding RNA 2259
112268145,LOC112268145,uncharacterized LOC112268145
55889,GOLGA6B,golgin A6 family member B
123346,HIGD2B,HIG1 hypoxia inducible domain family member 2B
585,BBS4,Bardet-Biedl syndrome 4
83440,ADPGK,ADP dependent glucokinase
100287559,ADPGK-AS1,ADPGK antisense RNA 1
107984801,LOC107984801,uncharacterized LOC107984801
4756,NEO1,neogenin 1
113219462,MIR12135,microRNA 12135
10021,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4
105370890,LOC105370890,uncharacterized LOC105370890
107984728,NA,NA
283677,REC114,REC114 meiotic recombination protein
27020,NPTN,neuroplastin
101241892,NPTN-IT1,NPTN intronic transcript 1
105370891,LOC105370891,uncharacterized LOC105370891
80381,CD276,CD276 molecule
388135,INSYN1,inhibitory synaptic factor 1
101929221,INSYN1-AS1,INSYN1 antisense RNA 1
105370892,LOC105370892,uncharacterized LOC105370892
102723657,LOC102723657,uncharacterized LOC102723657
161514,TBC1D21,TBC1 domain family member 21
100287616,LOXL1-AS1,LOXL1 antisense RNA 1
4016,LOXL1,lysyl oxidase like 1
9399,STOML1,stomatin like 1
5371,PML,PML nuclear body scaffold
342096,GOLGA6A,golgin A6 family member A
107987224,LOC107987224,uncharacterized LOC107987224
732265,COMMD4P2,COMM domain containing 4 pseudogene 2
57611,ISLR2,immunoglobulin superfamily containing leucine rich repeat 2
283731,LOC283731,uncharacterized LOC283731
3671,ISLR,immunoglobulin superfamily containing leucine rich repeat
64220,STRA6,signaling receptor and transporter of retinol STRA6
80125,CCDC33,coiled-coil domain containing 33
105370893,LOC105370893,uncharacterized LOC105370893
1583,CYP11A1,cytochrome P450 family 11 subfamily A member 1
729739,PPIAP46,peptidylprolyl isomerase A pseudogene 46
105370894,LINC02255,long intergenic non-protein coding RNA 2255
8482,SEMA7A,semaphorin 7A (JohnMiltonHagen blood group)
102465530,MIR6881,microRNA 6881
84993,UBL7,ubiquitin like 7
440288,UBL7-DT,UBL7 divergent transcript
102723714,LOC102723714,uncharacterized LOC102723714
10620,ARID3B,AT-rich interaction domain 3B
102723750,CLK3-AS1,CLK3 antisense RNA 1
1198,CLK3,CDC like kinase 3
80153,EDC3,enhancer of mRNA decapping 3
1543,CYP1A1,cytochrome P450 family 1 subfamily A member 1
1544,CYP1A2,cytochrome P450 family 1 subfamily A member 2
1445,CSK,C-terminal Src kinase
100616183,MIR4513,microRNA 4513
79748,LMAN1L,"lectin, mannose binding 1 like"
594855,CPLX3,complexin 3
105370897,LOC105370897,uncharacterized LOC105370897
25989,ULK3,unc-51 like kinase 3
102465531,MIR6882,microRNA 6882
10066,SCAMP2,secretory carrier membrane protein 2
4351,MPI,mannose phosphate isomerase
57184,FAM219B,family with sequence similarity 219 member B
9377,COX5A,cytochrome c oxidase subunit 5A
54913,RPP25,ribonuclease P/MRP subunit p25
107984731,NA,NA
192683,SCAMP5,secretory carrier membrane protein 5
60490,PPCDC,phosphopantothenoylcysteine decarboxylase
107987225,NA,NA
107984772,LOC107984772,uncharacterized LOC107984772
56905,C15orf39,chromosome 15 open reading frame 39
105376731,TRCG1P,"taste receptor cell gene 1, pseudogene"
653641,GOLGA6C,golgin A6 family member C
653643,GOLGA6D,golgin A6 family member D
54939,COMMD4,COMM domain containing 4
79661,NEIL1,nei like DNA glycosylase 1
693216,MIR631,microRNA 631
4123,MAN2C1,mannosidase alpha class 2C member 1
25942,SIN3A,SIN3 transcription regulator family member A
5780,PTPN9,protein tyrosine phosphatase non-receptor type 9
105370902,LOC105370902,uncharacterized LOC105370902
10073,SNUPN,snurportin 1
55272,IMP3,IMP U3 small nucleolar ribonucleoprotein 3
257364,SNX33,sorting nexin 33
1464,CSPG4,chondroitin sulfate proteoglycan 4
161753,CIMAP1C,ciliary microtubule associated protein 1C
100128285,DNM1P35,dynamin 1 pseudogene 35
101929408,LOC101929408,uncharacterized LOC101929408
100423035,MIR4313,microRNA 4313
441728,GOLGA6EP,"golgin A6 family member E, pseudogene"
92912,UBE2Q2,ubiquitin conjugating enzyme E2 Q2
26263,FBXO22,F-box protein 22
145957,NRG4,neuregulin 4
123591,TMEM266,transmembrane protein 266
101929439,LOC101929439,uncharacterized LOC101929439
2108,ETFA,electron transfer flavoprotein subunit alpha
7302,TYRO3P,TYRO3P protein tyrosine kinase pseudogene
64843,ISL2,ISL LIM homeobox 2
49855,SCAPER,S-phase cyclin A associated protein in the ER
100500855,MIR3713,microRNA 3713
5955,RCN2,reticulocalbin 2
105370904,LOC105370904,uncharacterized LOC105370904
9051,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1
10099,TSPAN3,tetraspanin 3
79834,PEAK1,pseudopodium enriched atypical kinase 1
81698,LINC00597,long intergenic non-protein coding RNA 597
10363,HMG20A,high mobility group 20A
101929457,LOC101929457,uncharacterized LOC101929457
105370906,LOC105370906,uncharacterized LOC105370906
84894,LINGO1,leucine rich repeat and Ig domain containing 1
253044,LINGO1-AS1,LINGO1 antisense RNA 1
101929478,LINGO1-AS2,LINGO1 antisense RNA 2
645752,GOLGA6FP,"golgin A6 family member F, pseudogene"
440292,COMMD4P1,COMM domain containing 4 pseudogene 1
91450,LOC91450,uncharacterized LOC91450
23102,TBC1D2B,TBC1 domain family member 2B
646892,SH2D7,SH2 domain containing 7
10518,CIB2,calcium and integrin binding family member 2
3419,IDH3A,isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha
23205,ACSBG1,acyl-CoA synthetase bubblegum family member 1
105370911,DNAJA4-DT,DNAJA4 divergent transcript
55466,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4
105370910,LOC105370910,uncharacterized LOC105370910
80349,SKIC8,SKI8 subunit of superkiller complex
1381,CRABP1,cellular retinoic acid binding protein 1
105370912,LOC105370912,uncharacterized LOC105370912
3658,IREB2,iron responsive element binding protein 2
123688,HYKK,hydroxylysine kinase
5685,PSMA4,proteasome 20S subunit alpha 4
1138,CHRNA5,cholinergic receptor nicotinic alpha 5 subunit
1136,CHRNA3,cholinergic receptor nicotinic alpha 3 subunit
1143,CHRNB4,cholinergic receptor nicotinic beta 4 subunit
112268142,NA,NA
105370913,LOC105370913,uncharacterized LOC105370913
646938,LOC646938,TBC1 domain family member 2B pseudogene
112268143,LOC112268143,uncharacterized LOC112268143
11173,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7
100189013,TRK-CTT1-2,tRNA-Lys (anticodon CTT) 1-2
10933,MORF4L1,mortality factor 4 like 1
1512,CTSH,cathepsin H
5923,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1
100129540,LOC100129540,uncharacterized LOC100129540
105370917,LOC105370917,uncharacterized LOC105370917
107984750,LOC107984750,uncharacterized LOC107984750
729911,ANKRD34C-AS1,ANKRD34C antisense RNA 1
406960,MIR184,microRNA 184
390616,ANKRD34C,ankyrin repeat domain 34C
23423,TMED3,transmembrane p24 trafficking protein 3
23251,MINAR1,membrane integral NOTCH2 associated receptor 1
105370918,LOC105370918,uncharacterized LOC105370918
105370919,LOC105370919,uncharacterized LOC105370919
100189155,TRC-GCA5-1,tRNA-Cys (anticodon GCA) 5-1
100528021,ST20-MTHFS,ST20-MTHFS readthrough
10588,MTHFS,methenyltetrahydrofolate synthetase
400410,ST20,suppressor of tumorigenicity 20
283687,ST20-AS1,ST20 antisense RNA 1
597,BCL2A1,BCL2 related protein A1
54469,ZFAND6,zinc finger AN1-type containing 6
2184,FAH,fumarylacetoacetate hydrolase
100996492,CTXND1,cortexin domain containing 1
283688,LINC00927,long intergenic non-protein coding RNA 927
101929560,ARNT2-DT,ARNT2 divergent transcript
9915,ARNT2,aryl hydrocarbon receptor nuclear translocator 2
101929586,ARNT2-AS3,ARNT2 antisense RNA 3
100847042,MIR5572,microRNA 5572
58489,ABHD17C,"abhydrolase domain containing 17C, depalmitoylase"
57214,CEMIP,cell migration inducing hyaluronidase 1
693132,MIR549A,microRNA 549a
107984749,NA,NA
23184,MESD,mesoderm development LRP chaperone
100616181,MIR4514,microRNA 4514
59274,TLNRD1,talin rod domain containing 1
161502,CFAP161,cilia and flagella associated protein 161
3603,IL16,interleukin 16
80765,STARD5,StAR related lipid transfer domain containing 5
101929655,TMC3-AS1,TMC3 antisense RNA 1
342125,TMC3,transmembrane channel like 3
102723985,LOC102723985,uncharacterized LOC102723985
105370921,LOC105370921,uncharacterized LOC105370921
102724001,LINC01418,long intergenic non-protein coding RNA 1418
105370922,LOC105370922,uncharacterized LOC105370922
105370923,LOC105370923,uncharacterized LOC105370923
84206,MEX3B,mex-3 RNA binding family member B
101929690,LINC01583,long intergenic non-protein coding RNA 1583
105370924,LOC105370924,uncharacterized LOC105370924
79631,EFL1,elongation factor like GTPase 1
283726,SAXO2,stabilizer of axonemal microtubules 2
390660,ADAMTS7P1,ADAMTS7 pseudogene 1
647042,GOLGA6L10,golgin A6 family like 10
100134869,UBE2Q2P2,UBE2Q2 pseudogene 2
440295,GOLGA6L9,golgin A6 family like 9
102724034,LOC102724034,uncharacterized LOC102724034
80154,GOLGA2P10,GOLGA2 pseudogene 10
105370926,LOC105370926,uncharacterized LOC105370926
642402,GOLGA6L17P,"golgin A6 family like 17, pseudogene"
6218,RPS17,ribosomal protein S17
64506,CPEB1,cytoplasmic polyadenylation element binding protein 1
283692,CPEB1-AS1,CPEB1 antisense RNA 1
8120,AP3B2,adaptor related protein complex 3 subunit beta 2
338963,LOC338963,epididymal protein pseudogene
283693,ACTG1P17,actin gamma 1 pseudogene 17
100505616,SNHG21,small nucleolar RNA host gene 21
123722,FSD2,fibronectin type III and SPRY domain containing 2
677778,SCARNA15,small Cajal body-specific RNA 15
123720,WHAMM,"WASP homolog associated with actin, golgi membranes and microtubules"
9455,HOMER2,homer scaffold protein 2
105370928,LOC105370928,uncharacterized LOC105370928
83640,RAMAC,RNA guanine-7 methyltransferase activating subunit
123207,C15orf40,chromosome 15 open reading frame 40
53339,BTBD1,BTB domain containing 1
100616404,MIR4515,microRNA 4515
53346,TM6SF1,transmembrane 6 superfamily member 1
50810,HDGFL3,HDGF like 3
646,BNC1,basonuclin zinc finger protein 1
105370932,BNC1-AS1,BNC1 antisense RNA 1
105370933,LOC105370933,uncharacterized LOC105370933
105370934,LOC105370934,uncharacterized LOC105370934
6457,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3"
57188,ADAMTSL3,ADAMTS like 3
105370935,LOC105370935,uncharacterized LOC105370935
648809,EFL1P1,elongation factor like GTPase 1 pseudogene 1
440299,DNM1P41,dynamin 1 pseudogene 41
100505679,UBE2Q2P16,UBE2Q2 pseudogene 16
440300,LOC440300,chondroitin sulfate proteoglycan 4 pseudogene
388152,GOLGA2P7,GOLGA2 pseudogene 7
105376724,LOC105376724,uncharacterized LOC105376724
643707,GOLGA6L4,golgin A6 family like 4
105370936,LOC105370936,uncharacterized LOC105370936
102724093,LOC102724093,golgin subfamily A member 6-like protein 4
105376722,LOC105376722,uncharacterized LOC105376722
103171574,LOC103171574,uncharacterized LOC103171574
102724117,LOC102724117,golgin subfamily A member 6-like protein 4
102724135,LOC102724135,uncharacterized LOC102724135
105370946,LOC105370946,uncharacterized LOC105370946
112267869,NA,NA
374650,GOLGA6L5P,"golgin A6 family like 5, pseudogene"
388165,UBE2Q2P1,UBE2Q2 pseudogene 1
100506874,LINC00933,long intergenic non-protein coding RNA 933
54993,ZSCAN2,zinc finger and SCAN domain containing 2
105370947,LOC105370947,uncharacterized LOC105370947
54581,SCAND2P,SCAN domain containing 2 pseudogene
84942,WDR73,WD repeat domain 73
4828,NMB,neuromedin B
23478,SEC11A,"SEC11 homolog A, signal peptidase complex subunit"
9640,ZNF592,zinc finger protein 592
57538,ALPK3,alpha kinase 3
9154,SLC28A1,solute carrier family 28 member 1
5151,PDE8A,phosphodiesterase 8A
101929479,LOC101929479,golgin A2 pseudogene
105370948,LOC105370948,uncharacterized LOC105370948
100133220,GOLGA6L3P,"golgin A6 family like 3, pseudogene"
102724393,NA,NA
102465803,MIR7706,microRNA 7706
11214,AKAP13,A-kinase anchoring protein 13
101929679,LINC02883,long intergenic non-protein coding RNA 2883
64410,KLHL25,kelch like family member 25
100302121,MIR1276,microRNA 1276
100847084,MIR548AP,microRNA 548ap
105370952,LOC105370952,uncharacterized LOC105370952
105370953,LOC105370953,uncharacterized LOC105370953
123624,AGBL1,AGBL carboxypeptidase 1
101929701,LINC01584,long intergenic non-protein coding RNA 1584
727915,AGBL1-AS1,AGBL1 antisense RNA 1
105370954,LOC105370954,uncharacterized LOC105370954
102724452,LOC102724452,uncharacterized LOC102724452
105370955,LOC105370955,uncharacterized LOC105370955
107984735,LOC107984735,uncharacterized LOC107984735
105370956,NA,NA
102724465,LOC102724465,uncharacterized LOC102724465
145978,LINC00052,long intergenic non-protein coding RNA 52
4916,NTRK3,neurotrophic receptor tyrosine kinase 3
113218493,MIR11181,microRNA 11181
283738,NTRK3-AS1,NTRK3 antisense RNA 1
105370957,LOC105370957,uncharacterized LOC105370957
105370958,LOC105370958,uncharacterized LOC105370958
105370959,LOC105370959,uncharacterized LOC105370959
26589,MRPL46,mitochondrial ribosomal protein L46
64963,MRPS11,mitochondrial ribosomal protein S11
55070,DET1,DET1 partner of COP1 E3 ubiquitin ligase
101929743,LINC01586,long intergenic non-protein coding RNA 1586
64782,AEN,apoptosis enhancing nuclease
100302235,MIR1179,microRNA 1179
407044,MIR7-2,microRNA 7-2
100616238,MIR3529,microRNA 3529
3669,ISG20,interferon stimulated exonuclease gene 20
105370960,LOC105370960,uncharacterized LOC105370960
176,ACAN,aggrecan
145864,HAPLN3,hyaluronan and proteoglycan link protein 3
4240,MFGE8,milk fat globule EGF and factor V/VIII domain containing
102724566,CARMAL,coronary artery disease region linked MFGE8 regulatory lncRNA
11057,ABHD2,"abhydrolase domain containing 2, acylglycerol lipase"
112268155,NA,NA
6017,RLBP1,retinaldehyde binding protein 1
55215,FANCI,FA complementation group I
5428,POLG,"DNA polymerase gamma, catalytic subunit"
102466983,MIR6766,microRNA 6766
100189264,TRR-TCG1-1,tRNA-Arg (anticodon TCG) 1-1
254559,MIR9-3HG,MIR9-3 host gene
407051,MIR9-3,microRNA 9-3
107984777,LOC107984777,uncharacterized LOC107984777
105371031,LOC105371031,uncharacterized LOC105371031
105370964,LOC105370964,uncharacterized LOC105370964
112268153,LOC112268153,uncharacterized LOC112268153
51458,RHCG,Rh family C glycoprotein
283761,LINC00928,long intergenic non-protein coding RNA 928
90381,TICRR,TOPBP1 interacting checkpoint and replication regulator
374654,KIF7,kinesin family member 7
5346,PLIN1,perilipin 1
8800,PEX11A,peroxisomal biogenesis factor 11 alpha
56964,WDR93,WD repeat domain 93
55897,MESP1,mesoderm posterior bHLH transcription factor 1
145873,MESP2,mesoderm posterior bHLH transcription factor 2
290,ANPEP,"alanyl aminopeptidase, membrane"
105370965,NA,NA
100526783,ARPIN-AP3S2,ARPIN-AP3S2 readthrough
10239,AP3S2,adaptor related protein complex 3 subunit sigma 2
100847059,MIR5094,microRNA 5094
100846993,MIR5009,microRNA 5009
348110,ARPIN,actin related protein 2/3 complex inhibitor
374655,ZNF710,zinc finger protein 710
100422841,MIR3174,microRNA 3174
109729181,ZNF710-AS1,ZNF710 antisense RNA 1
3418,IDH2,isocitrate dehydrogenase (NADP(+)) 2
105370966,IDH2-DT,IDH2 divergent transcript
10509,SEMA4B,semaphorin 4B
10519,CIB1,calcium and integrin binding 1
390637,GDPGP1,GDP-D-glucose phosphorylase 1
440307,TTLL13,tubulin tyrosine ligase like 13
51335,NGRN,"neugrin, neurite outgrowth associated"
23766,GABARAPL3,GABA type A receptor associated protein like 3 (pseudogene)
342132,ZNF774,zinc finger protein 774
8826,IQGAP1,IQ motif containing GTPase activating protein 1
64784,CRTC3,CREB regulated transcription coactivator 3
112268163,NA,NA
101926895,CRTC3-AS1,CRTC3 antisense RNA 1
101929765,LINC01585,long intergenic non-protein coding RNA 1585
641,BLM,BLM RecQ like helicase
105370969,LOC105370969,uncharacterized LOC105370969
5045,FURIN,"furin, paired basic amino acid cleaving enzyme"
2242,FES,"FES proto-oncogene, tyrosine kinase"
4122,MAN2A2,mannosidase alpha class 2A member 2
374659,HDDC3,HD domain containing 3
55898,UNC45A,unc-45 myosin chaperone A
