GeneID,GSM2794663,GSM2794664,GSM2794665,GSM2794666,GSM2794667,GSM2794668,GSM2794669,GSM2794670
100287102,0.08894,0.1286,0.1588,0.127,0.1818,0.1538,0.1106,0.1744
653635,13.51,13.66,11.45,13,13.88,11.71,12.22,14.49
102466751,3.601,3.124,1.543,2.056,2.208,1.868,1.791,2.118
107985730,0,0,0,0,0,0.07872,0,0
100302278,0,0,0,0,0,0,0,0
645520,0,0,0,0,0,0,0,0
79501,0,0,0,0,0,0,0,0
100996442,1.641,1.79,2.133,1.929,2.194,2.008,2.078,1.81
729737,8.804,9.254,10.03,9.221,12.13,11.02,13.55,16.89
102725121,0.03048,0.06609,0.03265,0.04351,0.1402,0.1581,0.07579,0.08963
102723897,15.6,15.59,13.05,15.4,15.56,14.17,14.07,16.81
102465909,2.881,2.343,1.543,2.056,2.208,1.868,1.791,2.118
107985721,0,0.01962,0,0,0,0,0,0
112268260,0.3937,0.5799,0.6207,0.4878,0.9224,0.9443,0.822,0.994
729759,0,0,0,0,0,0,0,0
100132287,5.189,5.699,5.871,5.536,7.113,6.077,8.054,8.932
105378947,0.1463,0.204,0.1791,0.1492,0.2564,0.2169,0.3639,0.2766
101928626,0,0,0,0,0,0,0,0
113219467,1515,1942,1175,1283,3139,3547,3342,2957
81399,0.008473,0.01837,0.01815,0.0121,0.01299,0.02198,0.02107,0.02492
100133331,5.41,6.139,6.532,6.168,7.556,6.472,8.351,9.523
107984841,2.221,2.523,3.626,2.718,3.405,2.744,4.406,3.5
107984847,5.756,5.255,10.06,6.775,7.431,7.772,11.3,11.58
107984849,0.6996,0.3793,0.7495,0.7491,1.073,0.605,1.087,1.029
100288069,3.215,3.796,5.051,4.029,4.491,4.479,5.419,4.675
105378580,0.5243,0.5891,0.7352,0.6531,0.5845,0.5605,0.6163,0.4625
400728,0.2267,0.2458,0.3778,0.3596,0.3862,0.1307,0.4699,0.2223
79854,0.6694,0.8467,0.7171,0.8494,0.8551,0.6432,0.7398,1.094
643837,1.22,1.34,1.625,1.711,1.708,1.583,1.715,1.459
107984850,0.01996,0.02164,0,0,0.0306,0.03452,0,0.08804
284593,0.1148,0.06225,0.123,0.1229,0.2201,0.1241,0.1785,0.08443
284600,0.292,0.2065,0.2584,0.2356,0.506,0.3184,0.363,0.2613
100130417,5.561,5.853,4.564,4.828,9.722,8.268,7.319,5.738
107985728,4.567,5.258,3.957,3.317,7.661,5.541,6.647,4.464
148398,9.347,8.971,7.12,6.945,10.07,10.57,10.62,12.59
26155,68.89,70.43,75.03,68.19,79.17,73.21,80.8,83.56
339451,6.172,5.072,4.499,3.84,5.98,4.989,5.519,6.571
84069,3.131,3.434,3.249,2.968,5.418,4.24,5.717,7.283
84808,0.9483,1.058,0.6966,0.5609,1.765,1.125,1.314,1.793
57801,13.09,11.15,13.09,18.43,11.11,12.31,22.2,42.99
9636,216.7,201.6,1839,2182,463.5,528.1,3517,8139
375790,44.63,42.33,51.18,42.85,62.56,52.74,87.06,105.7
100288175,3.168,2.998,2.262,2.728,3.315,2.565,3.501,3.105
112267874,0.9241,0.8251,1.009,0.8018,1.139,1.034,1.667,2.345
105378948,1.795,1.8,1.527,1.437,2.391,2.147,2.377,2.244
401934,5.207,5.058,4.805,5.961,7.074,5.55,9.615,13.04
54991,4.249,3.712,3.322,3.277,4.785,3.605,5.509,5.745
254099,0,0,0,0,0,0,0,0
406984,0,0,0,0,0,0,0,0
406983,1.088,0,0,0,0.8342,0,0,0
554210,0,0,0,0,0.9046,0,0.7337,0
100506376,0,0.01272,0.02513,0,0.01798,0.01014,0,0
254173,0.0114,0,0,0,0.01748,0.01972,0,0.05029
8784,0.6179,0.3242,0.2135,0.3984,0.2445,0.362,0.347,0.381
7293,0,0,0.01429,0.03809,0,0.03461,0.01659,0.03924
51150,73.09,72.42,67.66,61.87,75.36,67.4,71.49,71.84
126792,15.63,13.67,10.16,10.94,11.05,11.47,10.33,9.756
388581,0.3741,0.4868,0.2806,0.3205,0.3441,0.1618,0.5582,0.3851
118424,15.49,13.86,14.89,14.91,14.37,14.19,14.97,15.08
101928895,0.2345,0.3813,0.3768,0.2929,1.078,0.5829,0.328,0.7327
6339,0.6254,0.3651,0.481,0.3205,0.59,0.3883,0.4187,0.3066
116983,5.11,4.98,5.546,4.628,6.883,5.613,6.225,7.221
102465434,0,0,0,0,0,0,0,0
109623456,1.749,0.6321,1.249,0.8323,4.469,1.008,1.45,0.8574
126789,15.47,15.87,14.08,17.08,13.77,11.97,13.11,19.28
54973,46.61,44.21,40.65,39.09,45.75,39.21,40.07,40.35
102465435,1.507,2.451,0.8072,1.076,2.31,0,1.874,4.432
80772,9.357,9.901,7.453,8.323,10.1,10.15,9.612,12.81
83756,0.2308,0.1914,0.1309,0.09691,0.1457,0.1761,0.1519,0.1597
1855,31.16,29.75,24.62,29.03,26.97,24.41,29.69,37.53
102466740,0,0,0,1.185,0,0,0,1.221
54587,1.022,1.064,1.3,0.8519,2.155,1.496,1.559,1.145
54998,76.5,74.14,63.11,76.65,78.72,72.92,76.65,105.1
81669,27.94,31.34,31.63,28.42,40.03,31.99,33.7,35.69
148413,22.61,21.51,19.69,18.2,21.95,19.87,19.37,19.65
55052,79.3,83.28,79.68,92.33,89.6,77.29,83.33,82.15
107984868,0.01271,0.08267,0.01361,0.01814,0.01948,0.02198,0.0474,0.05606
441869,0.01466,0,0,0.02093,0,0.02536,0,0
105378585,0,0,0,0,0,0,0,0
643965,0,0,0,0,0,0,0,0
102724312,0.9434,0.8894,0.1758,0.2928,0.3773,0.5675,0.357,0.3619
107985729,0.3348,0.1452,0.1434,0.1912,0.3592,0.4053,0.2914,0.1969
64856,12.29,11.97,9.087,10.71,13.24,12.87,15.63,15.84
219293,1.255,0.9894,1.046,0.8866,1.38,0.8111,0.9613,1.416
83858,5.884,5.523,5.315,5.242,6.157,5.02,5.878,7.468
55210,19.4,17.89,16.95,19.05,16.94,14.9,17.37,21.04
339453,0.03546,0,0,0.05063,0,0,0.08819,0
29101,121.8,128.5,120,116.5,120.8,117.7,109.5,112.8
643988,23.1,21.27,15.98,16.66,24.21,22.51,23.6,24.89
105378586,0.5993,0.2785,0.1834,0.1222,0.525,0.2221,0.1065,0.2518
142678,4.27,4.104,3.178,3.996,3.819,3.623,3.531,3.626
8510,0.5493,0.5763,0.4366,0.5059,0.4075,0.3677,0.4406,0.5472
984,13.87,13.33,16.46,13.73,14.68,13.11,14.59,15.55
728661,16.93,17.02,16.84,14.99,19.76,18.91,18.04,14.56
8511,0.1622,0.2344,0.05791,0.07717,0.08287,0.09349,0.06721,0.159
728642,14.32,14.4,16.29,13.82,16.86,13.84,15.65,16.76
9906,7.343,7.561,8.125,7.013,9.528,8.694,7.978,6.82
112268218,2.507,2.221,1.962,2.099,2.476,2.043,2.038,3.048
65220,20.64,19.78,18.69,17.96,20.47,19.44,21.24,23.56
2782,209.7,203.6,246.8,215.7,226.9,216.7,225.2,188.8
105378949,1.266,1.192,0.6424,0.7134,0.7661,0.6338,0.6214,0.8818
163688,0.349,0.4021,0.7946,0.3426,0.602,0.4339,0.434,0.802
339456,14.09,14.31,6.228,10.99,9.877,9.603,8.923,5.546
85452,0.5758,0.531,0.4467,0.3023,0.5073,0.3548,0.2222,0.2044
107984872,0.14,0.01897,0.05623,0.1748,0.05365,0.09079,0.02176,0.07719
105378589,0,0.01118,0,0.02945,0,0.00892,0,0
2563,1.796,1.699,1.515,2.046,1.318,1.099,1.105,0.8289
105378590,0.04402,0,0,0,0,0,0,0
105378591,0.2721,0.295,0.2915,0.2589,0.139,0.3921,0.3383,0.4001
5590,9.012,9.345,8.484,8.003,10.28,9.194,7.965,7.538
100506504,0.5081,0.4662,0.3768,0.3906,0.5992,0.6084,0.7776,0.8621
199990,4.314,4.089,3.331,3.547,4.738,4.449,4.472,5.279
112268219,3.245,3.24,2.318,2.565,3.317,3.092,3.351,3.209
105378593,0.09501,0,0.05089,0.1356,0.1456,0.2465,0.1772,0.1397
6497,5.455,5.012,4.829,5.069,5.267,5.537,5.665,4.818
79906,1.074,0.9675,0.9136,0.9469,1.174,1.127,1.011,1.045
100129534,0.6536,0.8976,0.8869,0.8086,1.102,0.942,1.165,1.217
11079,65.91,66.15,69.95,74.12,61.15,64.55,60.57,60.55
5192,28.84,27.18,25.51,27.77,28.41,28.4,28.97,29.68
9651,0.07404,0.1338,0.119,0.05285,0.1608,0.1974,0.2608,0.1633
55229,9.9,9.525,9.505,9.235,9.415,9.175,8.818,7.922
388585,0,0.03103,0,0.04086,0.04388,0,0,0
115110,0,0,0,0,0,0.009169,0,0
8764,0,0.01115,0,0.02935,0,0,0,0.03023
100996583,0.07017,0.07607,0,0,0,0.1214,0,0
127281,11.71,12.34,8.838,8.779,14.05,14.12,13.75,11.93
79258,1.518,1.758,1.026,1.073,1.491,1.555,1.393,1.712
105378597,0,0.05057,0,0,0,0,0,0
100287898,0.02767,0.0375,0.02964,0.02962,0.1167,0.09571,0.07741,0.1221
105378603,0,0,0,0,0,0,0,0
105378602,0,0,0,0,0,0,0,0
105378601,0,0,0,0,0,0,0,0
112268220,0,0,0,0,0,0,0,0
107985732,0,0,0,0,0,0,0,0
105378600,0,0,0,0,0,0,0,0
105378598,0,0,0,0,0,0,0,0
107984904,0,0,0,0,0,0,0,0
105378599,0,0,0,0,0,0,0,0
140625,0,0,0,0,0,0,0,0
440556,0.02545,0.1242,0.08181,0.1817,0.09756,0.02201,0.07913,0.03743
63976,0.8559,0.8852,1.134,1.214,0.3367,0.5259,0.5811,0.8694
100422968,0,0,0,0,0,0,0,0
105378606,0,0,0.008491,0,0,0.006854,0.009855,0.01166
107984909,0.01992,0,0,0,0.03053,0,0,0
105378605,0,0,0,0,0,0,0,0
105378604,0,0,0,0,0.005554,0,0.01351,0
27237,16.18,15.47,12.09,13.79,17.15,14.7,14.84,15.2
1953,0.6613,0.5822,0.6903,0.4599,0.8492,0.7478,0.9769,1.031
105378608,0,0,0,0,0,0,0,0
693135,0,0,0,0,0,0,0,0
105378607,0,0,0,0,0,0,0,0
127262,48.59,48.41,53.82,54.98,54.66,58.62,53.74,46.25
49856,23.83,25.52,22.98,25.42,27.18,23.48,25.57,26.26
7161,1.494,1.63,1.337,1.268,1.146,0.8514,1.148,1.512
105378610,0.02263,0,0,0,0.0347,0,0.02814,0
105378609,0,0,0,0,0,0,0,0.1016
57212,0.01517,0.04113,0.03251,0.06499,0.04653,0.01312,0.03774,0.02231
148870,0.06661,0.04334,0.04282,0.01902,0,0.05761,0.01657,0.05877
388588,9.06,6.302,2.747,5.613,7.207,7.391,7.12,7.792
57470,22.76,21.43,21.74,23.41,22.75,21.54,22.86,22.38
9731,12.58,12.43,15.48,13.14,13.47,12.71,12.99,12.14
1677,1.752,1.816,1.612,1.626,1.955,1.713,1.67,1.738
107984910,0.151,0.3741,0.3234,0.1539,0.3306,0.317,0.3754,0.2537
339448,7.319,6.793,9.546,9.843,6.725,7.369,8.246,8.169
100133612,0.05018,0.08161,0.08063,0.07163,0.1154,0.217,0.06239,0.2214
728716,0,0,0,0,0,0,0,0
105376672,0,0,0,0,0,0,0,0
105376673,0,0,0,0,0,0,0,0
284661,0.02361,0,0,0,0,0,0,0
105376674,0,0,0,0,0,0,0,0
105376679,0,0,0,0,0,0,0,0
107985376,0,0,0,0,0,0,0,0
55966,0.04499,0.004065,0.0241,0.02141,0.03449,0.04539,0.0606,0.0441
105376680,0.02489,0,0,0,0,0,0,0
102724429,0,0,0,0,0,0,0,0
105376681,0,0,0,0,0,0,0,0
105376682,0,0,0,0,0,0,0,0
107984911,0,0,0,0,0,0,0,0
105376686,0,0,0,0,0,0,0,0
100616421,0,0,0,0,0,0,0,0
261734,3.27,3.069,2.712,2.753,3.037,2.762,3.105,2.37
8514,2.376,2.397,2.486,1.761,2.675,2.639,3.011,2.728
26038,0.2685,0.2588,0.4741,0.2484,0.4497,0.2838,0.5131,0.4533
105376687,0,0,0,0,0,0,0,0
6146,332.3,315.9,275.5,288.2,265.5,302.6,227.4,178.5
107985733,0.4682,0.4061,0.9028,0,1.005,1.134,1.048,0.9639
102724450,1.814,2.107,0.9716,2.035,2.384,1.345,2.416,2.096
388591,0.9934,1.014,1.188,0.7985,1.952,1.468,1.979,1.702
23463,32.66,31.55,38.08,36.82,31.94,34.3,32.71,26.97
148645,0.3877,0.6144,0.5112,0.5535,0.4573,0.3611,0.3338,0.614
390992,0,0,0,0,0,0,0,0
387509,1.347,1.45,1.185,0.9042,1.665,1.739,1.988,1.774
11332,61.84,67.01,63.17,62.47,73.02,72.19,74.57,81.14
54626,0.1494,0.3488,0.2462,0.1148,0.3171,0.3379,0.2572,0.2028
83715,3.775,3.796,3.091,3.13,5.865,4.556,5.118,4.367
100422975,0,0,0,0,0,0,0,0
8718,1.559,1.469,2.245,1.788,2.508,2.188,2.511,3.308
57449,2.626,2.598,2.769,2.694,4.026,2.952,3.918,5.08
79707,4.124,4.182,4.909,4.311,3.727,4.145,4.935,4.441
80835,0.01151,0.01248,0.01233,0,0.01764,0.06966,0,0
107984912,0,0,0,0,0,0.09496,0,0
3104,7.171,7.81,7.438,7.841,8.295,7.794,7.721,8.268
9903,12.77,12.9,11.61,11.85,12.37,12.99,17.13,18.64
107984913,0.1491,0.08082,0.1597,0.03547,0.1905,0.1934,0.1545,0.1462
148479,16.28,14.79,14.69,13.15,14.22,13.77,12.4,11.58
90326,11.9,12.54,12.22,12.26,12.43,12.28,12.52,13.86
55735,29.43,28.33,38.09,32,38.61,33.01,39.09,35.05
100505887,0,0,0,0,0,0,0,0
110841581,0.2662,0.5772,0.2851,1.013,0.136,0.844,0.5516,0.6523
23261,1.803,1.834,2.152,2.125,1.682,1.99,1.726,1.787
105376692,0,0,0,0,0.03228,0,0,0
102725193,0,0,0,0,0,0,0,0
101928836,0,0.07176,0.1063,0.04724,0,0,0.08229,0.2433
105376691,0,0,0,0,0,0,0.1984,0
105376689,0.1641,0.2046,0.3428,0.2577,0.3396,0.2625,0.2142,0.1689
9341,38.53,40.22,52.21,47.14,48.51,57.15,49.48,43.63
8863,7.425,5.609,7.288,7.278,4.945,5.465,5.221,4.252
10911,0.02878,0,0,0,0.04411,0.02488,0,0
3604,0,0.01546,0.007637,0,0,0.006165,0.01773,0.02097
11315,263.8,283.8,270.1,272.1,301,310,287.7,287.3
54206,11.49,11.3,17.49,18.97,11.08,11.27,14.84,15.12
107984915,0,0,0,0,0,0,0,0.06631
102724539,0.2956,0.1068,0.1056,0.1407,0,0.08521,0.1225,0
105376695,0,0,0,0,0,0,0,0
50651,0.1728,0.1873,0.1028,0.05481,0.2355,0.1162,0.1671,0.1694
473,21.55,19.86,23.08,20.74,22.92,21.43,24.92,20.91
102724552,0.07057,0.07651,0.0756,0.2015,0.2164,0,0.4387,0
106632271,0.4296,0,0,0,0,0,0,0
2023,1462,1227,890,1091,1316,1173,1247,1075
102465436,0,1.79,0,0,0,0,1.368,0
100505975,2.63,4.039,2.113,1.877,4.031,2.274,2.043,3.383
112268261,0.2619,0.2754,0.2721,0.2719,0.2555,0.2814,0.2763,0.2451
765,0,0,0,0,0,0,0,0.04462
155184,0,0,0,0,0.03613,0.04076,0,0
6518,0,0,0.01781,0,0,0.007189,0,0.01223
80045,6.907,6.858,7.6,6.671,7.884,8.115,9.008,8.224
106614088,1.461,1.89,2.587,1.951,2.547,1.915,2.197,2.755
407040,0.4452,0,0,0,1.365,0,0,0.6547
102724571,2.992,5.461,3.847,3.204,5.276,3.148,2.542,2.567
9563,8.098,7.548,8.192,7.718,7.561,7.214,8.864,7.188
80176,2.917,2.034,2.213,2.949,1.837,2.291,3.47,4.174
100506022,0.3616,0.3485,0.4304,0.2581,0.21560000000000001,0.3648,0.4496,0.4136
84275,7.957,7.633,10.33,9.788,7.102,7.843,8.632,7.8
199953,4.327,4.046,3.616,3.998,4.094,3.464,4.725,4.903
107985734,0.4444,0.6264,0.3333,0.6979,0.3407,0.4227,0.2763,0.5228
105376712,0,0,0,0,0,0,0,0
5293,1.416,1.678,1.218,1.535,1.803,1.76,1.655,2.014
644997,0,0,0,0,0,0,0,0
101929074,0.3067,0.388,0.3834,0.146,0.1567,0.221,0.1271,0.07517
22883,132.6,124.9,148.6,122.7,168,146.6,161.8,135.7
56998,25.71,28.1,24.42,23.71,29.37,29.53,26.65,23.27
105376717,6.16,5.146,2.704,5.334,4.489,5.327,5.273,5.643
84328,12.41,11.21,15.53,16.94,11.13,13.01,11.03,9.784
64802,4.092,4.504,5.574,4.697,5.691,5.682,5.996,4.748
113391335,0,0,0,0.1575,0,0,0,0
100847055,0,0,0,0,0,1.086,0,0
116362,0.1166,0.1896,0.4997,0.08323,0.2681,0.3529,0.29,0.2572
10277,15.69,16.13,19.59,16.34,17.06,17.29,14.34,10.35
23095,8.632,7.56,12.87,9.219,8.578,8.668,11.34,8.362
105376725,0,0,0.07242,0.04825,0,0.02923,0.04203,0.0497
5226,231,228.7,245.1,221.2,225.9,214.5,243.9,269.3
100526739,5.303,4.94,7.068,6.078,4.199,4.651,4.117,3.881
378708,8.87,7.23,13.11,10.91,6.51,8.16,6.453,6.799
1325,0.5894,0.4067,0.574,0.5354,0.2464,0.417,0.2665,0.5516
1676,19.54,19.18,19.09,17.42,20.66,21.24,21.3,17.27
5195,6.979,6.366,7.389,6.929,8.976,7.479,7.351,8.814
54897,5.499,5.203,4.735,4.143,5.645,5.287,5.289,5.297
105376733,0,0,0,0,0,0,0,0
105376735,0,0,0,0,0,0,0,0
148345,0,0.01819,0,0.0479,0.1029,0.04353,0.02086,0
23435,46.63,46.81,57.08,52.69,44.63,48.2,46.99,40.17
10747,0.2187,0.2767,0.5467,0.5204,0.7824,0.5674,0.5892,0.3216
6723,99.44,98.22,88.49,108.3,106.6,103.3,102.7,118.7
5394,22.72,21.58,29.49,24.38,22.28,21.76,23.87,24.57
105376736,2.259,3.412,2.507,1.958,2.474,3.21,1.605,3.322
2475,24.48,22.52,28.88,23.73,27.57,24.69,28.09,22.33
100873935,2.636,2.632,2.824,2.773,2.765,2.759,3.536,2.346
10218,0,0,0,0,0.06002,0,0,0
29914,7.075,6.449,6.458,6.561,6.658,6.317,7.574,6.632
105376737,0,0,0,0,0,0,0,0
105376739,0,0,0,0,0,0,0,0
105376740,0.05194,0,0,0,0,0,0,0.07637
57540,0.6523,0.5941,0.9573,0.5867,1.08,0.942,0.9003,0.681
112268221,0.08022,0.04349,0.1003,0.05726,0.1025,0.05781,0.04987,0.05898
101929181,0,0,0.1225,0.05441,0.05843,0.06592,0,0.05604
26232,0.1903,0.04126,0.08153,0.1086,0.2334,0.09872,0.1893,0.2238
93611,5.916,5.392,5.125,5.791,6.157,5.804,7.088,5.965
26270,28.88,29.11,37.74,36.84,33.41,33.39,47.44,66.3
10459,25.77,26.35,28.26,28.74,20.93,20.51,21.97,22.27
374946,0.07072,0.03539,0.1107,0.07766,0.09174,0.07056,0.08117,0.07999
57085,23.56,24.53,22.09,21.46,27.67,25.26,28.64,26.27
284498,1.33,1.211,1.55,1.521,1.385,1.137,1.644,1.815
102724659,0,0,0,0,0,0,0,0
4524,6.602,6.856,8.27,7.733,7.136,6.166,8.312,8.685
1185,4.161,4.623,5.827,5.279,3.959,3.205,4.534,4.832
100379251,2.505,2.332,3.725,2.608,3.162,2.166,2.931,3.597
4878,0.7447,0.7453,0.9818,0.7359,1.054,0.743,0.8547,2.022
4879,0,0,0.0741,0,0,0,0,0
26829,0.4116,0,0.8818,0,0,0.7118,1.023,0
90231,34.28,33.96,28.77,30.51,33.64,31.44,37.13,41.05
5351,108.8,107.1,91.48,90.35,99.96,90.15,101.3,98.26
9927,39.94,39.34,50.83,46.32,43.2,40.29,45.89,43.49
60672,15.6,12.54,9.971,14.45,11.66,11.21,14.51,19.62
102466982,0,0,0,0,0,0,0,0
943,0,0,0,0,0,0,0,0
102465836,0,0,0,0,0,0,0,0
7133,0.009477,0.0411,0.05076,0,0.02906,0.01639,0,0.02787
100616438,0,0,0,0,0,0,0,0
107984917,0,0,0,0,0,0,0,0
55187,12.95,11.67,16.57,12.46,13.66,13.2,15.74,10.36
677885,1.289,1.048,2.071,0.9199,3.458,1.672,1.603,1.421
105376744,0.03542,0.0384,0.0253,0.03371,0.0543,0.04084,0.05872,0.03472
9249,4.733,3.83,3.767,6.256,3.219,3.487,4.413,3.774
102466722,0,0,0,0,0,0,0,0
343066,0,0,0,0,0,0,0,0
126767,0,0,0,0,0,0,0,0
93190,0.08245,0.1192,0.04416,0.03923,0,0.03565,0.01709,0
390999,0,0,0,0,0,0,0,0
65121,0,0,0,0,0,0,0,0
105376745,0,0,0,0,0,0,0,0
440560,0,0,0,0,0,0,0,0
343069,15.61,14.7,28.56,20.44,18.55,16.18,20.14,19.2
65122,0,0,0,0,0,0.02188,0,0
400735,0,0,0,0,0,0.02302,0,0
343071,0,0,0,0,0,0,0,0.04722
441871,0,0,0,0,0,0,0,0
440561,0,0,0,0,0,0,0,0
101929983,0,0,0,0,0,0,0,0
649330,0.04868,0.1056,0.05215,0.0695,0.07463,0.0421,0.1211,0
441873,0,0.02739,0,0,0,0,0,0
649324,0,0,0,0,0,0,0,0
440563,9.193,8.636,17.61,11.79,11.43,9.562,11.75,12.96
645354,0,0,0,0,0,0,0,0
645359,0,0.02975,0,0,0,0,0,0
101060301,0.05278,0,0.05654,0.1507,0.08091,0.04564,0.06562,0.07761
343070,0,0,0,0,0,0,0,0
400736,0,0,0,0,0,0,0,0
391003,0,0,0,0,0,0,0,0
343068,0,0,0,0,0,0,0,0
391002,0,0,0,0,0,0,0,0
645382,0,0,0,0,0,0,0,0.04744
653619,0,0,0,0,0,0.02271,0,0
729528,0,0,0,0,0,0,0,0
645414,0,0,0,0,0,0,0,0
391004,0,0,0,0,0,0,0,0
645425,0,0,0,0,0,0,0,0
126755,0,0,0,0,0,0,0,0
102724856,0,0,0,0,0,0,0,0
107984918,0,0,0,0,0,0,0,0
10630,0.01559,0.1014,0,0.0445,0.04779,0.02696,0,0.02292
107984919,0,0,0,0,0,0,0,0
105378612,0,0,0,0,0,0,0,0
105376756,0,0,0,0,0,0,0,0
7799,3.46,3.305,4.541,3.815,3.54,3.546,3.988,3.216
23254,1.033,1.041,1.074,0.8603,1.021,0.8354,0.9828,0.8417
107985467,0,0.01254,0,0.01651,0.01773,0.01,0,0.01701
107985468,0,0,0,0,0,0,0,0
105376762,0.03927,0,0,0,0,0,0,0.05775
105376759,0,0,0,0,0,0,0,0
107985469,0.06358,0,0.0454,0,0.03249,0.03665,0,0
200197,0.1895,0.213,0.203,0.1903,0.1829,0.2185,0.253,0.2064
55092,5.825,5.616,6.353,6.374,4.92,4.736,6.137,8.105
727684,0,0.0318,0,0.04186,0,0,0.07293,0
114827,0.01895,0.03424,0.05412,0.05409,0.03873,0.01638,0.03141,0.04643
101927417,0,0.01706,0.03372,0.02247,0.02413,0,0.01957,0
101927441,0.02768,0.03751,0.04447,0.01976,0.05304,0.005984,0.01721,0.02035
79180,24.99,24.12,22.07,23.61,24.27,25.08,28.46,30.95
11330,0,0,0,0,0,0,0.01746,0
63036,0,0,0.05728,0,0,0,0,0
105376767,0.1178,0.04258,0,0,0,0,0,0
51032,0.05352,0.05803,0.2294,0,0.1641,0.09257,0.06655,0
842,8.627,8.861,9.292,9.236,9.848,9.335,9.639,9.343
23341,8.734,8.615,9.742,9.516,8.798,9.565,9.182,7.873
107397391,0.3523,0,0,0,1.08,0,0,0
79814,10.29,10.89,12.63,11.23,12.42,12.21,11.67,9.168
84301,21.23,18.45,30.31,25.52,22.98,26.21,27.01,21.4
6248,19.61,15.81,27.07,19.82,20.86,19.18,24.77,18.02
23207,36.31,33.69,35.2,36.09,32.69,29.9,39.45,41.64
284723,0.144,0.2042,0.09496,0.04745,0.1529,0.2395,0.1791,0.3259
110806303,0.07737,0.08389,0.08288,0,0.1186,0.2007,0.0962,0
388595,0,0,0,0,0,0,0,0
54751,0.9011,0.8602,0.6296,0.6852,0.8409,0.9317,1.096,0.9362
440567,176.3,178.2,143.4,153,184.6,168.4,151.1,153
729614,7.296,7.153,5.723,5.681,6.541,6.697,5.639,4.35
23013,21.83,19.89,29.34,20.62,22.53,18.46,26.97,20.58
7709,12.65,12.72,11.71,11.56,12.11,11.11,12.13,13.4
149563,0.5479,0.8212,0.328,0.4141,1.433,1.129,0.8216,0.5214
27129,0.05817,0.1419,0.1558,0.08303,0.1115,0.1132,0.2531,0.1069
1187,0.118,0.1492,0.1685,0.0842,0.2411,0.17,0.1467,0.2602
1188,0.01667,0.03615,0.03571,0,0.02556,0.07208,0,0.04902
348487,0.3986,0.4631,0.3965,0.3658,0.2183,0.3693,0.4957,0.2094
1969,2.764,3.233,3.367,2.178,2.761,2.251,4.72,4.267
101927479,0.0467,0.09113,0.08004,0.05333,0.1002,0.08884,0.05806,0.1923
128272,16.91,17.04,10.01,9.663,17.24,16.53,15.82,12.96
101927546,0.9054,1.05,1.308,0.9769,0.8554,1.083,2.409,3.592
79363,9.758,8.855,5.17,6.321,7.358,7.338,7.056,7.564
54455,16.21,14.87,18.21,17.95,15.03,15.86,18.31,18
26099,90.09,87.79,92.83,85.17,93.03,88.5,100.3,95.08
374955,17.22,17.78,18.64,17.64,18.14,18.17,18.61,17.6
55707,25.46,25.24,28.14,26.4,26.68,25.43,26.34,24.28
107984921,0.3622,0.2291,0.4365,0.1077,0.2314,0.2741,0.4504,0.2441
114819,0.7025,0.6331,0.7623,0.5861,0.9791,0.7337,0.9756,0.7379
26871,3.285,3.238,2.239,2.984,7.325,4.132,4.456,3.513
107985757,0,0,0,0,0,0,0,0
100132147,0,0.03435,0,0,0.04857,0,0,0
107985758,0,0,0,0,0,0,0,0
7195,0,0,0,0,0,0,0,0
55672,13.79,13.15,16.09,13.45,15.22,14.17,15.65,12.86
105376794,2.204,2.099,2.27,2.392,2.789,2.289,3.178,2.924
84809,9.157,7.852,7.669,9.269,8.21,7.87,9.281,11.1
11209,1.728,1.571,1.592,1.591,2.051,1.799,1.941,2.076
107985736,0.21,0.2466,0.2249,0.2498,0.2414,0.3178,0.2176,0.2058
26869,3.584,3.885,2.559,2.558,7.325,4.39,4.827,3.952
107985759,0,0,0,0,1.057,0,0,0
284729,0.2917,0.3426,0.3124,0.2429,0.7452,0.4414,0.5742,0.4289
100189045,0,0,0,0,0,0,0,0
6060,3.882,3.562,1.919,2.558,7.325,4.132,3.342,3.513
11223,0.8498,0.5801,0.798,0.644,1.078,0.871,0.7436,0.9411
100500876,0,0,0,0,0,0,0,0
100189298,0,0,0,0,0,0,0,1.014
112267871,0,0,0.04061,0,0,0.06556,0,0
7193,0,0,0,0,0,0,0,0
100189183,0,0,0,0,0,0,0,0
105376805,1.088,1.349,1.582,1.776,1.311,1.681,1.74,1.257
791226,0,0,0,0,0,0,0,0
26870,3.584,3.238,1.919,3.837,6.867,3.615,3.713,4.391
9696,2.735,2.548,2.602,3.004,3.456,3.062,3.588,4.499
4237,0.1249,0.04515,0.2677,0.2378,0.1277,0.1441,0.2071,0.1225
105376806,0.1234,0,0,0,0,0,0,0.1814
23400,31.63,29.42,26.45,28.1,34.08,31.27,36.3,34.35
6390,242.3,239.2,273,246.1,233.6,230.9,251.4,252
11240,0.5334,0.5089,0.6742,0.5787,0.5233,0.4797,0.5571,0.4235
105376808,0,0,0,0,0,0,0,0
400743,0,0,0,0,0,0,0,0
29943,0,0.03626,0,0.02387,0.01282,0.02892,0,0.0123
51702,0.06659,0.02063,0,0.01358,0.1021,0.01645,0.01183,0.01399
100616188,0,0,0,0,0,0,0,0
23569,0.08125,0.01762,0,0.0232,0.02491,0,0.06061,0.09558
353238,0.1022,0.133,0.0219,0.1751,0.06267,0.05303,0.05083,0.2104
