GeneID,GSM2794663,GSM2794664,GSM2794665,GSM2794666,GSM2794667,GSM2794668,GSM2794669,GSM2794670
113839520,0,0,0,0,0,0,0,0
27291,9.626,8.86,12.22,10.65,9.135,10.17,9.996,9.968
84171,0.02192,0.02376,0.04696,0.01564,0,0.02843,0,0.03223
105378449,0.1881,0.272,0.06718,0.3581,0.8652,0.3796,0.2339,0.5533
84795,5.639,5.817,6.477,5.485,8.439,7.54,6.552,5.622
100302133,15.78,20.06,13.99,15.54,19.19,22.59,17.59,17.6
3257,21.89,20.11,22.4,23.77,19.16,19.21,22,25.68
100616482,0.7098,0,0,0,0,0,0,1.044
101927278,0.05049,0.1095,0.1082,0,0.387,0.08732,0.1256,0.2227
60495,0.008906,0,0,0,0.01365,0.02311,0.03322,0.0131
102465253,0,0,0,0,0,0,0,0
26507,10.04,9.143,13.15,11.36,9.803,9.138,12.76,12.55
2805,181,179.8,182.7,212.9,146.2,139.5,143.8,131.7
107984261,0.178,0.2187,0.4958,0.3219,0.3457,0.2463,0.4574,0.2967
101927300,0.3599,0.4187,0.4795,0.3884,0.3902,0.3491,0.4693,0.3872
101927324,0,0,0,0,0,0.05529,0,0.09402
159296,0.1887,0.09092,0.3594,0.3591,0.4178,0.2176,0.365,0.185
81894,6.082,6.115,10.07,9.404,6.813,6.556,11.3,19.41
105378450,0,0,0,0.0794,0,0.02405,0,0.0409
57089,5.866,5.632,7.216,7.487,4.632,4.837,4.956,3.709
1355,21.58,21.07,23.66,21.68,22.91,24.38,22.56,16.9
51076,26.55,28.06,28.44,25.04,26.61,26.33,34.33,30.82
1244,0.2753,0.4077,0.3597,0.3643,0.2986,0.2904,0.3674,0.6221
23268,4.826,4.852,5.776,4.833,5.246,5.003,6.474,6.146
100188954,0.6456,0.88,0.9288,0.5793,1.131,0.654,1.239,0.7595
1369,0,0,0,0,0,0,0,0.03882
10613,27.4,26.93,39.27,33,27.99,27.1,30.71,25.4
1147,8.3,7.885,11.89,10.59,6.902,7.946,9.092,6.988
55280,25.84,24.96,30.79,29.6,27.12,27.96,30.45,30.03
677800,3.665,3.612,4.64,7.134,4.597,9.796,10.77,8.818
282991,25.91,27.52,38.35,38.43,27.3,33.86,29.72,28.53
9033,0.04357,0.04724,0,0.04665,0.0501,0.05652,0.05418,0.04805
6319,514.9,486.8,917.4,717.5,478.9,412.6,580.5,715.1
90271,37.48,41.87,41.26,35.38,32.07,22.85,21.33,32.44
7479,0.1599,0.09907,0.1468,0.163,0.4202,0.1383,0.1704,0.03359
105378452,0,0,0.0218,0,0,0.1056,0,0
25956,0.9935,0.9969,1.177,0.86,1.555,0.9414,1.143,0.8858
4714,144.4,155.3,139.7,141.2,155.4,150.3,153.7,175.2
55662,14.37,14.13,17.06,14.69,16.92,16.54,17.14,14.58
5076,0.02093,0.03405,0.0897,0.01494,0.01605,0.05431,0.07809,0.03078
55719,6.617,6.368,10.87,9.027,5.518,6.191,6.373,5.807
57715,1.368,1.202,1.399,1.021,1.541,1.443,1.869,1.387
693193,0,0,0,0,0,0,0,0
84545,54.44,53.33,41.96,48.92,46.87,49.97,47.68,47.67
56652,16.53,16.11,19.18,17.55,19.09,18.64,22.65,22.14
84445,31.04,27.58,22.17,22.75,27.02,25.79,28.98,33.26
79955,1.182,1.256,0.9124,0.8215,1.494,1.294,1.231,1.151
81855,9.113,9.247,9.642,7.337,12.28,9.452,12.14,11.52
107984262,4.338,4.139,3.416,3.096,3.658,3.376,3.964,3.604
81621,38.36,37.53,29.73,27.75,40.11,37.54,33.01,31.28
100038246,0.1939,0.2277,0.1731,0.09227,0.1239,0.2934,0.2009,0.1426
3195,0.0908,0.09844,0.3113,0.1815,0.1949,0.3298,0.2709,0.3204
101927396,0,0,0,0,0,0,0,0
10660,0,0,0,0,0,0,0,0
399806,0.07404,0,0.03966,0.05285,0,0,0,0
101927419,0,0,0,0,0,0,0,0
105378453,0,0,0,0,0,0,0,0
8945,12.17,12.19,16.93,13.82,13.75,14.21,15.02,12.55
27343,44.85,42.92,29.23,31.96,36.78,35.87,31.46,28.57
25911,19.78,20.91,15.38,17.52,22.43,19.56,19.36,17.12
100423033,0,0,0,0,0,0,0,0
100422900,0,0,0,0,0,0,0,0
6468,59.57,56.08,65.95,70.05,61.75,58.13,66.5,67.3
105378456,0,0,0,0,0,0.1083,0,0.1842
105378455,0,0,0,0,0,0.08521,0,0.1449
105378458,0,0,0,0,0,0,0.03348,0
105378457,0,0,0,0,0,0.02209,0,0
2253,0,0,0,0.1144,0,0.03466,0,0
10360,114.9,116.4,92.01,103,104.1,102,99.78,111.7
10724,44.17,42.36,82.12,68.77,53.14,57.64,69.22,59.65
100289509,0.4544,0.2737,0.2164,0.07208,0.1548,0.131,0.2511,0.1485
30819,0.5143,0.4677,0.2133,0.1184,0.3561,0.3013,0.2682,0.244
107984029,0.2149,0.4142,0.3837,0.4772,0.183,0.1032,0.2969,0.3511
79591,16.12,15.02,19.59,17.48,17.8,17.67,20.38,15.95
101927445,0,0,0,0,0.07237,0,0.05869,0
79803,23.8,21.65,18.43,19.92,21.73,22.28,23.33,24.19
8861,43.88,43.63,48.19,39.78,55.84,50.06,55.05,50.67
23082,25.36,25.55,27.25,25.04,23.43,19.5,26.16,25.8
9221,99.73,96.45,115.3,110.7,104.3,103.9,125.4,111.4
83401,0.2116,0.1668,0.1855,0.1373,0.4129,0.3493,0.4066,0.396
5309,0,0.03724,0.03679,0,0,0,0,0
8729,50.91,47.78,66.27,54.02,61.44,52.35,62.62,55.07
107984263,5.964,4.352,7.864,6.222,5.099,4.86,6.703,4.722
4791,24.83,24.27,41.02,37.59,32.21,29.28,41.32,60.2
5662,2.088,2.594,2.167,2.22,2.601,2.37,2.988,2.99
79176,14.83,13.37,9.78,11.62,14.05,13.22,13.28,15.73
79004,106.4,108,89.62,87.84,103.3,97.22,104.1,100.6
574447,0,0,0,0,0,0,0,0
100505761,28.86,29.18,30.98,30.83,30.28,30.78,29.34,30.22
79946,3.734,3.542,3.643,3.284,4.396,3.806,4.145,3.873
79847,10.36,11.61,11.19,10.86,13.79,13.17,14.37,15.2
10121,86.82,94.49,93.6,87.03,116.3,106,113.1,104.1
51684,7.92,6.767,7.924,6.902,9.005,8.308,8.498,6.145
81603,53.64,52.39,44.64,45.55,54.77,54.88,53.64,58.08
105378460,4.383,3.884,3.593,4.081,4.382,4.449,3.602,4.428
403,11.96,11.74,13.5,12.11,11.8,12.94,13.5,9.99
118980,6.769,6.476,6.639,6.738,7.197,7.497,8.305,6.601
54838,23.99,22.87,22.15,20.9,24.4,23.76,23.93,19.57
1586,0,0.03034,0.02998,0.03995,0.1287,0.121,0.06959,0.08231
102724307,0.2716,0.6871,0.194,1.034,1.804,1.174,1.688,1.198
107984264,0,0,0,0,0.05468,0.01542,0.02218,0.02623
100528007,4.374,3.518,4.398,4.402,3.655,3.721,4.124,3.242
119032,12.4,10.17,14.95,19.08,10.23,18.53,11.92,10.84
57412,2.219,1.821,2.441,2.369,1.44,1.729,2.162,1.764
107984265,0,0,0.04973,0.06627,0,0.1606,0.05772,0
54805,3.837,3.501,5.445,5.363,3.286,3.695,4.42,4.05
22978,15.55,14.54,24.45,21.56,15.23,15.39,19.18,17.75
729020,4.254,4.313,5.099,4.792,3.913,4.374,4.66,4.362
9118,0.01506,0.01633,0.03228,0,0.0231,0.01303,0,0
84108,12.31,11.19,18.25,18.98,9.234,12.73,11.17,10.69
6877,4.268,4.236,6.488,5.342,3.179,3.678,4.316,4.508
84833,144.3,144.9,154.4,136.7,161.7,175.8,157,169.1
100302174,21.37,24.59,17.61,25.34,20.66,22.45,22.48,30.93
22984,28.4,27.28,30.56,25.61,29.05,26.28,34.32,29.83
51063,15.17,15.24,14.7,12.34,15.18,15.1,15.83,14.97
255022,0.04808,0.1216,0.1717,0.02288,0.1965,0.194,0.2192,0.1414
119395,0,0.03214,0.09528,0.08464,0,0.02564,0,0.1308
102724341,0,0,0,0,0,0,0,0
9148,0.9417,0.9441,0.7324,0.5985,0.9295,1.233,0.9463,1.214
9644,0.991,0.7965,1.487,1.396,0.6286,0.6168,1.02,0.8416
100505839,0,0,0,0.03456,0.03711,0,0,0
79991,20.99,21.16,24.4,21.66,20.52,20.9,22.84,25.51
102724351,0.8382,1.016,1.338,0.7742,0.8566,0.6822,0.94,0.7733
9748,31.71,27.95,44.92,41.36,24.51,29.03,31.86,28.29
1308,0.02618,0.04731,0.0374,0.02492,0.02676,0.04528,0.0217,0.08983
100126326,0,0,0,0,0,0,0,0
119392,4.09,3.379,5.448,5.654,1.991,3.182,2.637,2.896
80217,0.1313,0.08814,0.1675,0.1071,0.2109,0.119,0.07775,0.06437
693194,0,0,0,0,0,0,0,0
9446,130.9,132.4,141,134.8,122.2,129.2,138.9,148.9
119391,7.407,6.962,7.709,8.027,5.928,6.478,6.043,5.804
100616323,0.6996,0.7586,0,0,0,1.21,1.74,1.029
85450,1.744,1.186,2.117,2.109,1.174,1.484,2.032,2.464
101927472,0.1399,0.1517,0.1499,0,0,0.242,0.08699,0.2058
159686,0.02375,0,0,0,0,0.03423,0,0
100505869,0.9479,0.6362,1.644,2.126,1.176,0.8197,0.6174,0.6638
101927523,0,0,0,0,0,0,0,0
105378464,0,0,0,0,0,0,0,0
22986,0,0,0,0,0,0,0,0
100505890,0,0,0,0,0,0.06546,0,0
105378465,0,0,0,0,0.02864,0,0,0
105378466,0,0,0,0,0,0,0,0
105378467,0,0,0,0,0,0,0,0
107984266,0,0,0,0,0,0,0,0.3446
101927549,0,0,0,0,0,0,0,0
105378468,0,0,0,0,0,0,0,0
105378469,0,0.006751,0,0,0,0.005385,0,0
105378470,0,0,0,0,0,0,0,0
102724439,0,0,0,0,0,0,0,0
105378472,0,0,0,0,0,0,0,0
114815,0.009433,0.005114,0,0,0.007231,0,0,0
105378473,0.01293,0,0,0,0,0,0,0
105378475,0,0,0,0,0,0,0,0
105378474,0,0,0,0,0,0,0,0
101927573,0,0,0.134,0.08929,0,0,0,0
103695365,0,0,0,0,0,0,0,0
105378476,0,0,0,0,0,0.05511,0,0
105378477,0,0,0,0,0,0,0,0
105378478,0,0,0,0,0,0,0,0
107984182,0,0,0,0,0,0,0,0
7511,32.79,33.12,38.83,35.81,30.53,26.44,29.04,23.73
100505933,0,0,0,0,0,0,0,0
120,0.04242,0.0828,0.06363,0.08479,0.02602,0.007337,0.0211,0.01248
105378479,0,0,0,0,0,0,0,0
4601,18.21,13.58,14.1,18.3,11.14,15.25,12.77,9.801
105378480,0,0.01486,0,0.01957,0,0,0.03409,0
10285,10.78,11,12.93,16.68,8.797,12.58,10.12,10.91
105378482,0.244,0.5951,0.3267,0.4353,0.374,0.6856,0.07583,0.6278
105378481,0.03835,0,0,0,0,0,0,0
1847,14.71,15.84,15.67,11.43,10.88,10.5,13.4,21.4
105378483,0.05879,0,0.06298,0,0,0,0,0
9126,36.78,30.79,58.47,45.14,26.2,29.13,32.48,24.59
282996,0.007818,0.01271,0.01256,0.00558,0.005993,0.006761,0.0243,0
112268066,0,0,0,0,0,0,0,0
282997,4.083,4.875,6.457,5.725,6.558,6.978,6.649,7.041
27250,69.33,69.8,97.72,81.05,91.69,104.8,96.73,74.24
100616113,37.1,36.2,37.36,32.84,45.5,51.98,49.82,37.1
92482,10.83,10.88,14.23,17.9,9.767,14.5,9.06,10.3
8036,20.74,18.87,30.81,28.95,19.32,26.25,22.55,19.58
644511,61.5,62.61,18.8,42.83,40.24,49.62,33.85,35.62
100313921,0,0,0,0,0,0.4813,0,0
150,0.03788,0.1369,0.08115,0.1983,0.03871,0.07643,0.07849,0
113633881,0,0,0,0,0,0,0,0
105378484,0,0,0,0,0,0,0,0
105378485,0,0,0,0,0,0,0,0
105378486,0,0,0,0,0,0,0,0
107984268,0,0.01825,0,0,0,0,0,0
57678,5.523,4.53,6.848,6.414,4.707,5.65,5.187,3.417
101927600,0,0,0,0,0,0,0,0
6975,0,0,0,0,0,0,0,0
102466189,0,0,0,0,0,0,0,0
102465427,0,0,0,0,0,0,0,0
390003,0,0,0,0,0,0,0,0
51703,0.03881,0.04208,0.097,0.01847,0.01983,0.04475,0.01608,0.01902
64429,12.85,12.59,15.77,14.62,11.19,11.75,12.17,11.07
143187,4.977,4.766,5.668,4.982,5.137,5.381,5.376,4.723
100422909,0,0,0,0,0,0.4983,0,0
105378487,0.03523,0,0.03774,0,0,0,0,0
112268058,0.4385,0.6466,0.451,0.4507,0.7261,0.5461,0.5671,0.2579
103344931,1.11,1.379,1.721,1.205,1.648,1.569,1.15,0.6629
107984158,0,0.08237,0.05426,0,0.07764,0.0657,0.03149,0.07448
6934,4.91,4.582,7.4,6.073,5.869,6.254,6.577,6.432
106635520,0,0,0,0,0,0,0,0
105378489,0,0,0,0,0,0,0,0.03072
105378490,0,0,0,0,0,0,0,0
107984269,0,0,0.005818,0,0.04163,0.009394,0.006753,0.007987
107984270,0,0.02309,0.01141,0.0152,0.01632,0.01841,0,0
3026,0.03143,0.03408,0.01684,0.02244,0,0,0.07817,0.02311
4892,0,0.02822,0.01859,0.01239,0,0.01501,0.02157,0.01276
840,19.15,20.18,31.86,24.29,21.27,20.69,28.62,36.18
79949,4.465,6.612,6.169,3.266,8.958,6.723,5.436,6.441
100616162,0,0,0,0,1.211,0,0,1.162
9937,7.794,7.142,12.11,9.479,5.741,7.783,8.178,7.265
107984271,0,0,0.09825,0,0,0,0,0
374354,4.599,3.828,6.88,6.471,3.674,5.378,4.818,4.115
105378492,0,0,0,0,0,0,0.1228,0
105378493,0,0,0,0,0,0,0,0
153,0.01612,0,0.05179,0.09202,0.02471,0.05574,0.02004,0.1422
55088,10.75,9.889,15.86,13.92,9.867,12.51,10.6,7.681
100302224,5.877,2.124,3.498,1.864,6.007,2.259,1.624,2.881
56165,0,0,0.007774,0.02072,0.01112,0.006275,0.009023,0
340706,0.1477,0.1373,0.1809,0.2109,0.3236,0.1339,0.1925,0.06208
84632,0.4427,0.5567,0.4363,0.3286,0.5565,0.6507,0.5394,0.4426
105378494,0,0,0,0,0,0,0,0
3983,20.44,18.36,25.12,22.12,19.58,20.47,19.62,13.52
101927692,0,0.1116,0,0,0,0,0.02561,0.03028
57700,8.102,8.038,11.31,12.05,7.696,9.562,10.76,8.771
142940,16.78,15.08,19.75,24.53,14.17,21.44,16.59,13.96
102724589,0,0,0.1525,0.2032,0,0,0,0
107984272,0,0,0,0,0,0,0,0
105378496,0,0,0,0,0,0,0,0
26033,0.02728,0.03592,0.06472,0.06677,0.06573,0.05393,0.04361,0.05445
105378497,0,0,0,0,0,0,0,0
2674,0.7432,0.5494,1.38,1.164,0.9248,0.818,1.308,1.1
109623470,0,0,0,0,0,0,0,0
107984273,0,0,0,0.02423,0,0.01468,0.1689,0.02496
374355,0,0,0,0,0,0,0,0
119548,0.03829,0,0.02051,0.02733,0,0,0,0
5406,0,0,0,0,0,0,0,0
5407,0,0,0.02692,0,0,0,0,0
5408,0,0,0,0,0,0,0,0
143379,0,0.02236,0.02209,0.05888,0.06323,0.01783,0,0
105378499,2.031,1.295,1.855,2.473,1.282,2.014,1.411,1.493
259217,3.791,3.74,4,3.741,3.93,3.543,3.645,2.902
105378498,0,0,0,0,0,0,0,0
113218494,1.209,1.311,0.6477,2.589,2.781,1.569,3.007,3.556
387712,2.555,2.562,4.423,5.449,3.081,4.868,3.39,3.49
57698,17.76,17.54,28.07,24.13,20.3,21.24,21.28,15.33
11023,0,0,0,0,0,0,0,0
101927704,0,0,0,0,0,0,0,0
100500893,0,0,0,0,0,0,0,0
338567,0,0,0,0,0,0,0,0
105378500,0,0,0,0.06814,0.07318,0,0,0
6571,0.5241,0.5267,1.068,1.113,0.5488,1.072,0.4292,0.4888
118987,11.81,10.6,15.25,14.68,10.69,13.23,13.59,9.597
105378502,0,0,0,0,0,0,0,0
196047,0,0.00683,0,0.008992,0.009657,0.005447,0.007832,0
2018,0,0,0,0,0,0,0,0
107984274,0,0,0,0,0,0,0,0
102724627,0,0,0,0,0,0,0,0
105378504,0,0,0,0,0,0,0.032,0.07569
22841,5.448,4.077,7.136,6.412,4.598,5.2,5.435,4.133
255082,0.6669,0.54990000000000006,0.8151,0.7911,0.2736,0.5523,0.7124,0.6077
101927760,0,0,0,0,0,0,0,0
63877,6.601,6.809,7.948,7.985,6.505,7.828,6.238,5.884
100506126,0.1689,0.3662,0.09046,0.1205,0.1295,0.4381,0.315,0.1242
105378507,0.03272,0.07094,0.1752,0.0467,0.1003,0.05658,0.122,0.04811
2834,0,0,0,0,0,0,0,0
143384,12.32,11.41,16.69,17.36,10.31,13.36,13.48,13.14
107987151,0.315,0.1281,0.1687,0.3372,0.2414,0.1021,0.2448,0.5789
340719,4.926,4.508,2.86,3.829,3.663,4.534,2.577,1.847
8661,157.3,151,172.5,150.4,142.6,136.8,129.7,94.64
641451,0,0,0,0,0,0,0,0.5626
404636,33.53,31.29,42.46,39.66,29.86,34.61,32.58,28.5
119559,33.55,30.66,30.08,34.26,29.18,30.05,28.8,28.03
10935,210.6,205,247.5,234.6,213.7,255.2,223.4,176.5
2869,0.634,0.5702,0.9261,0.6274,1.082,0.7227,1.12,1.271
101927868,0,0.02807,0,0,0,0.02238,0.03219,0.07613
105378511,0.06681,0,0.07158,0,0,0,0,0
100616398,0,0,0,0,0,0,0,0
6001,83.75,83.47,65.94,67.17,57.24,59.45,50.35,49.17
7073,31.59,29.83,39.77,39.64,29.98,32.19,32.84,27.89
105378512,1.988,1.701,1.927,1.718,1.514,1.38,2.085,1.989
9531,77.66,82.57,89.14,76.71,128.7,111,124.9,138.4
22876,7.236,7.021,8.585,7.596,7.41,7.923,7.973,6.895
105378513,0.8425,0.9743,0.7822,1.042,0.9471,1.02,0.9777,0.5781
79892,37.81,37.75,48.69,45.19,32.19,36,38.06,33.07
11196,21.8,20.74,30.79,27.81,22.9,23.58,25.16,19.26
100616322,0,0,0,0,0,0.5294,0,0
105378515,0,0,0,0,0,0,0,0
196051,0.003454,0.003744,0.0037,0,0.005295,0.002987,0,0
404216,0,0,0,0,0,0,0,0
105378516,0.004532,0.004913,0.004855,0.006469,0,0.003919,0.01127,0
283089,0.09795,0.06372,0.08394,0.05593,0.06007,0.03388,0.02436,0
55717,28.46,26.85,33.38,31.88,26.57,30.46,29.37,23.58
105378519,0.4709,0.3552,0.329,0.5261,0.4394,0.5666,0.4582,0.3613
105378518,0,0,0,0,0,0,0,0
105378520,0.5091,0.4447,0.4394,0.424,1.778,1.48,1.125,0.5199
105378521,0.009147,0,0,0,0,0.00791,0.01137,0
105378522,0,0,0,0,0,0,0,0
101927889,0,0,0,0,0,0,0,0
105378523,0,0,0,0,0,0,0,0
2263,1.338,1.525,1.986,1.546,1.982,1.79,2.2,1.626
107984183,0,0,0,0,0,0,0,0
11101,9.778,8.647,12.97,13.33,8.573,11.09,10.71,8.212
100130887,0.5665,0.3909,0.4413,0.6616,0.2369,0.6235,0.3842,0.4544
54780,17.78,17.84,21.92,20.59,17.09,17.53,22.5,20.9
10579,6.979,7.468,9.415,8.081,7.869,7.11,7.809,7.717
118663,0,0,0,0,0,0.04554,0,0
59338,3.108,2.715,3.459,3.806,3.2,3.566,3.082,2.279
100500866,0,0,0,0,0,0,0,0
105378525,0.05116,0.05547,0.0274,0.01826,0.03922,0.0553,0.07952,0
387715,0.05987,0,0,0,0,0.05177,0,0
5654,16.89,19.2,18.64,16.42,20.97,22.28,20.15,18.08
105378526,0.03284,0.0178,0.008796,0,0,0.0142,0.01021,0
1755,0,0,0,0.008514,0.009143,0,0,0
112577516,0,0,0,0,0,0,0,0
399814,0,0,0,0,0,0,0,0
375940,0,0,0,0,0,0,0,0
100533195,0.6162,0.5061,0.6401,0.7197,0.3435,0.4682,0.3715,0.2196
50624,0.2001,0.2712,0.2412,0.2142,0.115,0.2379,0.1555,0.1471
196792,7.085,5.526,7.856,8.34,5.145,4.676,3.941,5.027
399815,1.067,1.081,2.31,1.589,1.28,1.043,1.038,1.432
118670,0,0,0,0,0,0.06033,0,0
80007,2.864,2.572,3.78,3.282,2.282,3.04,2.941,2.404
118672,3.802,3.179,3.279,5.796,2.618,5.043,3.926,3.601
64376,7.864,6.799,9.513,10.8,6.685,7.776,7.577,7.166
36,59.35,51.09,60.44,58.91,48.5,52.95,51,34.1
340784,0.4301,0.6901,0.8293,0.9823,0.1582,0.2975,0.2353,0.3036
3167,0,0,0,0,0,0,0,0
9184,48.04,47.03,69.38,69.42,39.87,46.45,43.49,43.98
107984275,0.01079,0.0234,0.05781,0.03081,0.03309,0.056,0.05368,0.01587
105378531,0.01127,0.002445,0,0.009657,0.01383,0,0.005607,0.009947
105378530,0,0,0,0,0,0,0,0
2849,0,0.005152,0,0,0,0.008219,0,0.006988
105378532,0,0,0,0,0,0.004902,0.007049,0.008336
119587,0.04586,0.07459,0.06551,0.04365,0.03516,0.05288,0.05703,0.0562
105378533,0,0,0,0,0,0,0,0
105378534,0,0,0,0,0,0,0,0
107984128,0.281,0.2646,0.2535,0.2745,0.2381,0.2878,0.3219,0.2393
107984276,0,0,0,0.08923,0,0,0,0
51363,17.69,18.32,19.75,16.04,19.79,19.14,19.79,17.05
105378536,0,0,0,0,0,0,0,0
107984184,0,0,0,0,0,0,0,0
4942,126.5,134.1,142.8,124.5,159,164.5,153.1,118.8
390010,0.01525,0.04961,0.04902,0.02177,0,0.03957,0.03793,0.02243
64077,9.536,9.604,7.489,8.733,8.514,7.822,7.189,6.972
105378539,1.95,2.142,1.929,1.722,2.399,2.321,2.468,2.854
9679,11.75,11.53,10.03,8.753,13.45,12.29,14.33,13.16
101927944,0.02744,0,0,0,0,0.02373,0.03411,0
399818,14.04,13.01,19.89,19.68,11.13,15.33,13.98,12.15
23172,17.55,16.68,21.96,19.75,17.42,18.78,17.67,15.21
107984160,0,0,0,0.09175,0,0.05558,0,0
54764,13.4,12.55,18.02,16.15,12.26,12.75,13.34,11.17
1488,18.15,17.65,20.83,20.74,16.73,17.73,17.09,16.67
100423041,0,0,0,0,0.8532,0,0.692,0
105378541,0,0,0,0,0,0,0,0
105378542,0,0,0,0,0,0,0,0
105378543,0,0,0,0,0,0,0,0
105378544,0,0,0,0,0,0,0,0
105378545,0,0,0,0,0,0,0,0
105378547,0,0,0,0,0,0,0,0
100169752,0,0,0,0,0,0,0,0
387718,0,0,0,0,0,0,0,0
102724793,0,0,0,0,0,0,0,0
283038,0.5132,0.4216,0.4998,0.5106,0.4292,0.5649,0.2901,0.3202
107984277,0.1143,0.1859,0.1837,0.1632,0.1752,0.1483,0.07106,0.2521
399821,0.6008,0.4413,0.7059,0.747,0.7131,0.7542,0.3615,0.4275
26098,8.031,7.347,10.41,8.577,6.461,6.9,6.672,5.557
101927983,2.374,2.288,3.391,2.636,1.752,1.977,1.64,2.715
118856,0,0,0,0,0,0,0.03173,0.03753
7390,10.99,11.67,11.09,11.53,10.25,11.4,11.16,10.65
100616327,0,0,0,0,0,0,0,0
56647,38.01,36.36,48.07,44,39.05,40.61,41.88,37.65
55760,43.27,44.26,55.18,50.13,41.31,43.38,47.76,45.5
92565,0.9096,1.139,1.153,0.8595,1.512,1.252,1.099,1.168
101410540,0,0,0,0,0,0,0,0
8038,0.04465,0.0823,0.0574,0.03824,0.02053,0.01158,0.02776,0.03939
101101772,0.04193,0,0,0.05986,0.06428,0,0,0.06166
112267914,0,0,0,0,0,0,0,0
118611,0.004811,0.005217,0.005154,0.006868,0,0.008321,0.005982,0
728158,0,0,0,0,0,0,0,0
105378549,0,0.01569,0,0,0,0,0,0
105378548,0,0,0,0,0,0,0,0
105378550,0.3256,0.4413,0.5523,0.3873,0.5824,0.3754,0.7085,0.5187
1793,3.896,3.994,5.33,4.563,4.759,5.402,5.093,3.738
107984059,0.03491,0.03785,0.0374,0,0,0,0,0
105378552,0.01551,0.05046,0.08309,0.06644,0.07135,0.04025,0.03858,0.06844
642938,0.1467,0.1008,0.1467,0.09077,0.1125,0.1015,0.1642,0.0935
105378551,0,0,0,0,0,0,0,0
594857,0,0,0,0,0,0,0,0
399823,0.03001,0.03254,0.01607,0.06426,0,0.02595,0.03731,0
119467,0,0.04613,0.04558,0,0.06523,0.07359,0,0
5791,1.614,1.576,2.541,2.05,2.024,1.596,1.996,1.757
105378553,0,0,0,0,0,0,0.05033,0
4288,16.22,13.36,38.46,23.79,6.964,6.695,14.57,13.22
101927381,0,0,0,0,0,0,0,0
105378554,0,0,0,0,0,0,0,0
107984185,0,0,0,0,0,0,0,0
105378555,0,0,0,0,0,0,0,0
728327,0,0,0,0,0,0,0,0
107984279,0,0,0,0,0,0.01591,0,0
105378556,0,0,0,0,0,0,0,0
105378557,0,0,0,0,0,0,0,0
4255,22.13,21.69,16.89,18.25,21.7,22.05,19.35,20.98
105378560,0.1083,0.0542,0.02677,0.07731,0.03193,0.06124,0.07769,0.049
107984280,0.03968,0.01912,0.05668,0.03462,0.04731,0.04957,0.07401,0.04214
107984281,0.01398,0.01516,0.01498,0.009978,0.06429,0,0.02607,0.01028
253738,0.1302,0.08068,0.1794,0.1859,0.0713,0.185,0.1735,0.1231
100422873,0,0,0,0,0,0,0,0
105378558,0,0,0,0,0,0.006066,0,0.005157
387723,2.473,2.318,1.973,1.857,2.803,2.45,2.034,2.348
119437,0.6057,0.4128,0.8528,0.7658,0.398,0.419,0.3658,0.3563
102724883,0.07251,0.1887,0.07768,0.2898,0.1556,0.138,0.2525,0.1493
105378561,0.112,0.09282,0.1129,0.141,0.1111,0.05125,0.2293,0.1162
10539,41.83,41.5,47.63,45.91,32.49,35.71,38.23,36.13
107984002,0.03064,0.0465,0.02626,0.02624,0.04697,0.05299,0.04571,0.02703
105378562,0,0,0,0,0,0,0,0
100422867,0,0,0,0,0,0,0,0
107984186,0,0,0,0,0,0,0,0
256536,0.03741,0,0,0.02671,0,0,0,0
101927489,0.9339,1.237,0.6669,0.4444,1.432,0.6281,0.129,0.9155
105378563,0,0,0,0,0,0,0,0
101927461,0,0,0,0,0,0,0,0
399827,0,0.03138,0,0.02066,0.02219,0.06258,0,0
105378565,0,0,0,0,0,0,0,0
105378566,0,0,0,0,0,0,0,0
55844,24.35,20.52,17.53,20.91,16.24,15.45,16.01,15.2
664,236.7,165.7,95.87,200.8,87.22,96.76,92.29,94.55
282973,1.771,1.739,2.418,1.905,2.716,2.315,2.73,2.797
105378567,0.5943,0.4548,0.749,0.4491,0.4287,0.8464,0.6954,0.7711
10570,0.9672,0.6435,0.5416,0.8002,0.6571,0.4847,0.8336,0.7434
282974,9.273,8.902,6.912,6.841,9.214,8.677,8.714,9.163
80313,2.994,3.194,3.151,3.563,3.495,3.222,2.961,2.925
170394,20,18.12,12.49,15,14.99,15.92,18.3,23.69
105378568,0.1591,0.1355,0.1826,0.1135,0.1916,0.226,0.2684,0.1337
170393,0.8558,0.9992,0.5641,0.5638,1.211,1.138,1.391,1.065
105378570,0.06497,0.04696,0.0464,0.03091,0.0498,0.03745,0.04039,0.07961
105378569,0.009543,0.02069,0.01022,0.02725,0.01463,0.05777,0.0356,0.05613
107984282,0.09445,0.1912,0.1012,0.1169,0.2027,0.1035,0.1174,0.1204
3632,5.731,5.748,5.973,5.225,6.251,6.169,5.624,5.494
84504,3.963,3.697,3.949,4.398,3.673,4.782,4.011,4.007
54777,0.1541,0.1414,0.1397,0.2031,0.2635,0.1948,0.199,0.1656
105378571,0,0,0,0,0,0,0.0119,0
105378572,0.2334,0.3543,0.2001,0.2666,0.1074,0.1817,0.3483,0.2403
101927590,0.5594,0.6065,0.6719,0.5324,0.2599,0.5277,0.6534,0.6731
103695432,0.2433,0.2637,0.4343,0.2315,0.1243,0.4207,0.7057,0
399829,0.0726,0.01968,0.02916,0.07773,0.06956,0.03924,0.0677,0.08006
